x,y,z,class
0.004,-1.092,-0.28,sitting
0.004,-1.096,-0.268,sitting
-0.004,-1.112,-0.272,sitting
0.004,-1.096,-0.26,sitting
0.008,-1.096,-0.256,sitting
0.012,-1.096,-0.264,sitting
0.008,-1.088,-0.264,sitting
0.008,-1.088,-0.26,sitting
0.012,-1.1,-0.268,sitting
0.004,-1.104,-0.26,sitting
0.004,-1.084,-0.268,sitting
0.004,-1.1,-0.252,sitting
0,-1.084,-0.264,sitting
0.012,-1.088,-0.264,sitting
0.008,-1.092,-0.26,sitting
0,-1.092,-0.26,sitting
0.004,-1.092,-0.268,sitting
0,-1.088,-0.256,sitting
0.004,-1.08,-0.248,sitting
0.008,-1.088,-0.264,sitting
0.008,-1.092,-0.256,sitting
0.008,-1.092,-0.268,sitting
0.004,-1.088,-0.264,sitting
0.004,-1.092,-0.256,sitting
0.008,-1.088,-0.268,sitting
0.004,-1.1,-0.26,sitting
0,-1.092,-0.256,sitting
0.004,-1.096,-0.256,sitting
0,-1.092,-0.272,sitting
0.012,-1.092,-0.264,sitting
0.016,-1.1,-0.252,sitting
0.008,-1.096,-0.268,sitting
-0.004,-1.1,-0.252,sitting
0.008,-1.096,-0.244,sitting
0.004,-1.096,-0.264,sitting
0,-1.092,-0.256,sitting
0.008,-1.096,-0.272,sitting
0.004,-1.092,-0.272,sitting
0.008,-1.096,-0.264,sitting
0.004,-1.092,-0.272,sitting
0,-1.092,-0.268,sitting
0,-1.096,-0.268,sitting
0.012,-1.092,-0.264,sitting
0.012,-1.1,-0.264,sitting
0.016,-1.096,-0.268,sitting
0,-1.104,-0.264,sitting
0.012,-1.092,-0.272,sitting
0,-1.104,-0.276,sitting
0.02,-1.092,-0.272,sitting
0.008,-1.116,-0.252,sitting
0.004,-1.104,-0.256,sitting
0.008,-1.096,-0.26,sitting
0.004,-1.096,-0.264,sitting
0.012,-1.092,-0.256,sitting
0.008,-1.096,-0.26,sitting
0.012,-1.104,-0.252,sitting
0,-1.092,-0.264,sitting
0.004,-1.096,-0.268,sitting
0.012,-1.1,-0.26,sitting
0.008,-1.1,-0.264,sitting
0.004,-1.096,-0.248,sitting
0,-1.096,-0.248,sitting
0,-1.108,-0.248,sitting
0.004,-1.104,-0.244,sitting
0,-1.096,-0.256,sitting
0.004,-1.096,-0.256,sitting
0.004,-1.096,-0.264,sitting
0,-1.092,-0.26,sitting
0.004,-1.092,-0.284,sitting
0.012,-1.104,-0.28,sitting
0.008,-1.092,-0.3,sitting
0,-1.096,-0.272,sitting
-0.024,-1.088,-0.28,sitting
-0.008,-1.092,-0.28,sitting
0,-1.096,-0.26,sitting
-0.004,-1.08,-0.288,sitting
0,-1.112,-0.256,sitting
0.004,-1.092,-0.272,sitting
0.008,-1.096,-0.272,sitting
0.008,-1.096,-0.272,sitting
0.008,-1.096,-0.256,sitting
0.004,-1.092,-0.26,sitting
0.004,-1.084,-0.26,sitting
0,-1.096,-0.264,sitting
0.004,-1.092,-0.256,sitting
0.012,-1.092,-0.26,sitting
0.008,-1.096,-0.256,sitting
0.012,-1.096,-0.256,sitting
0.02,-1.096,-0.26,sitting
0,-1.092,-0.26,sitting
0.012,-1.096,-0.264,sitting
0.004,-1.092,-0.264,sitting
0.004,-1.088,-0.26,sitting
0.004,-1.088,-0.26,sitting
0,-1.088,-0.256,sitting
0,-1.1,-0.26,sitting
-0.004,-1.092,-0.264,sitting
0.012,-1.108,-0.252,sitting
0,-1.096,-0.26,sitting
0,-1.1,-0.256,sitting
0,-1.1,-0.26,sitting
0.004,-1.096,-0.268,sitting
0,-1.088,-0.26,sitting
0,-1.088,-0.26,sitting
0.004,-1.092,-0.256,sitting
0.004,-1.096,-0.268,sitting
0,-1.088,-0.26,sitting
0,-1.088,-0.256,sitting
0.004,-1.088,-0.256,sitting
0.004,-1.084,-0.256,sitting
0.016,-1.096,-0.26,sitting
0.004,-1.092,-0.26,sitting
0.004,-1.088,-0.256,sitting
0,-1.092,-0.256,sitting
0.004,-1.088,-0.252,sitting
0,-1.088,-0.252,sitting
0.008,-1.088,-0.264,sitting
0,-1.084,-0.26,sitting
0,-1.088,-0.256,sitting
0,-1.092,-0.248,sitting
-0.004,-1.084,-0.256,sitting
0,-1.096,-0.26,sitting
0,-1.096,-0.256,sitting
0.004,-1.092,-0.256,sitting
0.004,-1.1,-0.244,sitting
0.004,-1.092,-0.248,sitting
0,-1.084,-0.26,sitting
0,-1.088,-0.26,sitting
0,-1.092,-0.252,sitting
0.008,-1.096,-0.252,sitting
-0.008,-1.084,-0.256,sitting
0,-1.08,-0.252,sitting
0,-1.096,-0.244,sitting
0,-1.092,-0.252,sitting
-0.008,-1.08,-0.256,sitting
0.004,-1.088,-0.256,sitting
-0.004,-1.076,-0.256,sitting
0.004,-1.088,-0.256,sitting
0,-1.096,-0.248,sitting
0.004,-1.096,-0.26,sitting
0.004,-1.088,-0.256,sitting
0,-1.092,-0.248,sitting
0.004,-1.092,-0.248,sitting
0,-1.088,-0.256,sitting
0.004,-1.092,-0.256,sitting
0.004,-1.096,-0.252,sitting
0,-1.092,-0.252,sitting
0,-1.088,-0.26,sitting
-0.004,-1.092,-0.252,sitting
0.004,-1.096,-0.252,sitting
-0.008,-1.084,-0.256,sitting
0.004,-1.088,-0.252,sitting
0,-1.088,-0.252,sitting
0.004,-1.092,-0.248,sitting
0,-1.092,-0.256,sitting
0,-1.092,-0.248,sitting
-0.004,-1.096,-0.248,sitting
0,-1.084,-0.248,sitting
-0.004,-1.084,-0.26,sitting
0.004,-1.096,-0.252,sitting
0,-1.084,-0.268,sitting
0.008,-1.092,-0.248,sitting
0,-1.088,-0.244,sitting
0,-1.084,-0.248,sitting
-0.008,-1.084,-0.252,sitting
-0.004,-1.084,-0.264,sitting
0.004,-1.088,-0.252,sitting
0.004,-1.088,-0.248,sitting
0,-1.084,-0.256,sitting
-0.004,-1.084,-0.256,sitting
0,-1.084,-0.252,sitting
0,-1.096,-0.248,sitting
0.004,-1.096,-0.248,sitting
0.004,-1.084,-0.252,sitting
0.004,-1.084,-0.248,sitting
0.004,-1.08,-0.244,sitting
0.004,-1.084,-0.244,sitting
0,-1.08,-0.256,sitting
0.008,-1.084,-0.24,sitting
0,-1.08,-0.256,sitting
0,-1.084,-0.252,sitting
0.004,-1.088,-0.252,sitting
0.004,-1.092,-0.24,sitting
0.004,-1.092,-0.252,sitting
-0.004,-1.088,-0.256,sitting
0.004,-1.092,-0.26,sitting
0,-1.1,-0.248,sitting
0.004,-1.096,-0.236,sitting
0.004,-1.092,-0.256,sitting
0.004,-1.092,-0.26,sitting
0.008,-1.092,-0.26,sitting
0,-1.096,-0.264,sitting
0,-1.092,-0.256,sitting
0.004,-1.084,-0.252,sitting
0.004,-1.092,-0.264,sitting
0,-1.092,-0.256,sitting
-0.004,-1.088,-0.248,sitting
0,-1.092,-0.252,sitting
0,-1.1,-0.256,sitting
-0.008,-1.088,-0.276,sitting
0,-1.096,-0.26,sitting
0,-1.084,-0.244,sitting
0,-1.092,-0.264,sitting
0.004,-1.092,-0.252,sitting
0.004,-1.096,-0.26,sitting
-0.004,-1.096,-0.256,sitting
0.004,-1.096,-0.248,sitting
0.004,-1.1,-0.248,sitting
0,-1.096,-0.26,sitting
0,-1.088,-0.26,sitting
0,-1.092,-0.26,sitting
0,-1.088,-0.26,sitting
0,-1.092,-0.264,sitting
-0.008,-1.092,-0.256,sitting
-0.004,-1.096,-0.264,sitting
-0.004,-1.096,-0.26,sitting
0.004,-1.096,-0.276,sitting
0.004,-1.092,-0.256,sitting
0,-1.092,-0.244,sitting
0.004,-1.096,-0.256,sitting
0,-1.076,-0.26,sitting
-0.004,-1.092,-0.268,sitting
0,-1.088,-0.26,sitting
0.004,-1.096,-0.256,sitting
0,-1.096,-0.272,sitting
0.004,-1.092,-0.268,sitting
0,-1.096,-0.26,sitting
0,-1.092,-0.26,sitting
0,-1.088,-0.264,sitting
0,-1.084,-0.268,sitting
-0.008,-1.088,-0.244,sitting
0,-1.088,-0.24,sitting
0,-1.084,-0.268,sitting
-0.004,-1.092,-0.264,sitting
-0.34,0.692,0.952,sitting
0.2,-1.692,-0.956,sitting
