x,y,z,class
0.016,-1.056,-0.268,sitting
0.024,-1.044,-0.26,sitting
0.036,-1.036,-0.256,sitting
0.024,-1.036,-0.248,sitting
0.028,-1.052,-0.248,sitting
0.028,-1.048,-0.26,sitting
0.048,-1.052,-0.26,sitting
0.028,-1.048,-0.248,sitting
0.024,-1.04,-0.252,sitting
0.04,-1.036,-0.256,sitting
0.036,-1.044,-0.256,sitting
0.036,-1.044,-0.264,sitting
0.036,-1.048,-0.256,sitting
0.028,-1.04,-0.26,sitting
0.028,-1.04,-0.256,sitting
0.036,-1.048,-0.26,sitting
0.032,-1.04,-0.26,sitting
0.036,-1.036,-0.256,sitting
0.044,-1.044,-0.256,sitting
0.032,-1.036,-0.256,sitting
0.036,-1.036,-0.26,sitting
0.048,-1.048,-0.252,sitting
0.036,-1.04,-0.256,sitting
0.028,-1.04,-0.26,sitting
0.036,-1.044,-0.252,sitting
0.036,-1.044,-0.244,sitting
0.028,-1.044,-0.24,sitting
0.032,-1.036,-0.256,sitting
0.036,-1.04,-0.252,sitting
0.032,-1.052,-0.248,sitting
0.036,-1.048,-0.256,sitting
0.028,-1.032,-0.264,sitting
0.028,-1.028,-0.26,sitting
0.028,-1.032,-0.264,sitting
0.028,-1.04,-0.256,sitting
0.028,-1.044,-0.252,sitting
0.044,-1.048,-0.248,sitting
0.032,-1.04,-0.252,sitting
0.02,-1.044,-0.26,sitting
0.024,-1.036,-0.252,sitting
0.028,-1.032,-0.256,sitting
0.032,-1.044,-0.264,sitting
0.028,-1.044,-0.26,sitting
0.032,-1.04,-0.252,sitting
0.032,-1.036,-0.256,sitting
0.032,-1.044,-0.256,sitting
0.032,-1.04,-0.26,sitting
0.036,-1.044,-0.236,sitting
0.032,-1.044,-0.244,sitting
0.036,-1.044,-0.244,sitting
0.028,-1.04,-0.252,sitting
0.028,-1.044,-0.252,sitting
0.036,-1.048,-0.248,sitting
0.04,-1.044,-0.252,sitting
0.044,-1.04,-0.264,sitting
0.036,-1.044,-0.264,sitting
0.04,-1.036,-0.256,sitting
0.032,-1.04,-0.256,sitting
0.036,-1.044,-0.248,sitting
0.024,-1.04,-0.26,sitting
0.032,-1.036,-0.248,sitting
0.028,-1.052,-0.252,sitting
0.024,-1.032,-0.252,sitting
0.024,-1.04,-0.244,sitting
0.024,-1.044,-0.252,sitting
0.02,-1.044,-0.264,sitting
0.024,-1.04,-0.256,sitting
0.032,-1.04,-0.252,sitting
0.024,-1.04,-0.248,sitting
0.028,-1.048,-0.256,sitting
0.02,-1.044,-0.252,sitting
0.02,-1.04,-0.252,sitting
0.028,-1.052,-0.248,sitting
0.032,-1.048,-0.244,sitting
0.02,-1.04,-0.244,sitting
0.028,-1.044,-0.252,sitting
0.016,-1.04,-0.252,sitting
0.028,-1.044,-0.252,sitting
0.024,-1.052,-0.244,sitting
0.02,-1.044,-0.248,sitting
0.024,-1.032,-0.24,sitting
0.02,-1.032,-0.264,sitting
0.024,-1.044,-0.256,sitting
0.02,-1.044,-0.256,sitting
0.024,-1.044,-0.248,sitting
0.024,-1.052,-0.256,sitting
0.012,-1.04,-0.26,sitting
0.048,-1.048,-0.24,sitting
0.028,-1.044,-0.24,sitting
0.04,-1.052,-0.252,sitting
0.04,-1.052,-0.232,sitting
0.052,-1.044,-0.236,sitting
0.028,-1.052,-0.232,sitting
0.024,-1.032,-0.244,sitting
0.028,-1.048,-0.228,sitting
0.008,-1.044,-0.256,sitting
0.028,-1.06,-0.244,sitting
0.048,-1.056,-0.244,sitting
0.012,-1.04,-0.256,sitting
0.024,-1.044,-0.248,sitting
0.02,-1.052,-0.248,sitting
0.032,-1.048,-0.256,sitting
0.016,-1.056,-0.248,sitting
0.016,-1.044,-0.248,sitting
0.028,-1.052,-0.256,sitting
0.024,-1.048,-0.252,sitting
0.02,-1.04,-0.256,sitting
0.016,-1.052,-0.236,sitting
0.016,-1.048,-0.252,sitting
0.02,-1.044,-0.252,sitting
0.028,-1.048,-0.244,sitting
0.012,-1.044,-0.244,sitting
0.02,-1.048,-0.248,sitting
0.024,-1.052,-0.256,sitting
0.02,-1.04,-0.264,sitting
0.024,-1.056,-0.248,sitting
0.024,-1.048,-0.244,sitting
0.024,-1.048,-0.252,sitting
0.02,-1.044,-0.256,sitting
0.016,-1.048,-0.256,sitting
0.016,-1.044,-0.248,sitting
0.024,-1.044,-0.244,sitting
0.02,-1.052,-0.256,sitting
0.024,-1.044,-0.252,sitting
0.02,-1.048,-0.256,sitting
0.02,-1.048,-0.26,sitting
0.016,-1.044,-0.252,sitting
0.028,-1.044,-0.256,sitting
0.02,-1.056,-0.24,sitting
0.024,-1.048,-0.244,sitting
0.016,-1.044,-0.24,sitting
0.02,-1.056,-0.244,sitting
0.016,-1.048,-0.24,sitting
0.02,-1.052,-0.236,sitting
0.028,-1.056,-0.232,sitting
0.024,-1.06,-0.216,sitting
0.028,-1.056,-0.236,sitting
0.032,-1.056,-0.224,sitting
0.032,-1.048,-0.24,sitting
0.028,-1.06,-0.24,sitting
0.04,-1.044,-0.236,sitting
0.028,-1.056,-0.244,sitting
0.032,-1.052,-0.244,sitting
0.044,-1.056,-0.244,sitting
0.032,-1.052,-0.252,sitting
0.02,-1.048,-0.24,sitting
0.032,-1.052,-0.244,sitting
0.028,-1.052,-0.248,sitting
0.032,-1.048,-0.236,sitting
0.024,-1.048,-0.248,sitting
0.024,-1.048,-0.248,sitting
0.028,-1.048,-0.248,sitting
0.024,-1.052,-0.256,sitting
0.024,-1.048,-0.244,sitting
0.024,-1.052,-0.244,sitting
0.024,-1.056,-0.244,sitting
0.016,-1.056,-0.236,sitting
0.024,-1.052,-0.244,sitting
0.024,-1.052,-0.244,sitting
0.032,-1.06,-0.244,sitting
0.024,-1.04,-0.248,sitting
0.036,-1.06,-0.248,sitting
0.036,-1.056,-0.24,sitting
0.028,-1.052,-0.244,sitting
0.028,-1.044,-0.252,sitting
0.024,-1.044,-0.232,sitting
0.02,-1.056,-0.24,sitting
0.024,-1.056,-0.244,sitting
0.024,-1.048,-0.252,sitting
0.028,-1.052,-0.252,sitting
0.02,-1.056,-0.24,sitting
0.004,-1.048,-0.236,sitting
0.016,-1.052,-0.24,sitting
0.02,-1.052,-0.252,sitting
0.016,-1.052,-0.26,sitting
0.024,-1.056,-0.236,sitting
0.016,-1.056,-0.24,sitting
0.028,-1.056,-0.244,sitting
0.016,-1.048,-0.236,sitting
0.024,-1.048,-0.24,sitting
0.016,-1.048,-0.236,sitting
0.04,-1.056,-0.236,sitting
0.048,-1.06,-0.244,sitting
0.024,-1.048,-0.248,sitting
0.028,-1.052,-0.248,sitting
0.024,-1.052,-0.232,sitting
0.052,-1.048,-0.228,sitting
0.028,-1.044,-0.248,sitting
0.036,-1.064,-0.252,sitting
0.016,-1.048,-0.248,sitting
0.028,-1.056,-0.24,sitting
0.02,-1.048,-0.252,sitting
0.044,-1.044,-0.252,sitting
0.036,-1.044,-0.24,sitting
0.032,-1.052,-0.244,sitting
0.024,-1.056,-0.244,sitting
0.016,-1.056,-0.248,sitting
0.024,-1.052,-0.236,sitting
0.036,-1.056,-0.236,sitting
0.032,-1.052,-0.244,sitting
0.012,-1.072,-0.24,sitting
0.016,-1.064,-0.232,sitting
0.016,-1.052,-0.24,sitting
0.024,-1.048,-0.244,sitting
0.02,-1.06,-0.232,sitting
0.024,-1.06,-0.244,sitting
0.016,-1.052,-0.244,sitting
0.02,-1.052,-0.232,sitting
0.032,-1.048,-0.236,sitting
0.016,-1.048,-0.248,sitting
0.032,-1.048,-0.236,sitting
0.032,-1.056,-0.24,sitting
0.036,-1.056,-0.244,sitting
0.02,-1.06,-0.252,sitting
0.028,-1.06,-0.24,sitting
0.036,-1.064,-0.236,sitting
0.024,-1.06,-0.236,sitting
0.024,-1.052,-0.232,sitting
0.036,-1.068,-0.236,sitting
0.032,-1.064,-0.24,sitting
0.004,-1.068,-0.248,sitting
0.036,-1.056,-0.232,sitting
0.02,-1.056,-0.244,sitting
0.028,-1.056,-0.24,sitting
0.032,-1.06,-0.24,sitting
0.024,-1.048,-0.244,sitting
0.02,-1.06,-0.232,sitting
0.024,-1.052,-0.244,sitting
0.028,-1.048,-0.228,sitting
0.028,-1.064,-0.236,sitting
0.02,-1.072,-0.24,sitting
0.036,-1.06,-0.244,sitting
0.028,-1.06,-0.24,sitting
0.016,-1.044,-0.248,sitting
0.024,-1.048,-0.232,sitting
0.008,-1.06,-0.24,sitting
0.028,-1.052,-0.244,sitting
0.024,-1.056,-0.232,sitting
0.024,-1.048,-0.244,sitting
0.02,-1.06,-0.252,sitting
0.024,-1.056,-0.248,sitting
0.028,-1.056,-0.232,sitting
0.016,-1.048,-0.248,sitting
0.02,-1.052,-0.24,sitting
0.024,-1.056,-0.24,sitting
0.016,-1.044,-0.24,sitting
0.028,-1.052,-0.248,sitting
0.028,-1.06,-0.24,sitting
0.016,-1.048,-0.24,sitting
0.016,-1.04,-0.24,sitting
0.02,-1.052,-0.248,sitting
0.024,-1.056,-0.252,sitting
0.028,-1.048,-0.26,sitting
0.024,-1.056,-0.248,sitting
0.02,-1.048,-0.252,sitting
0.016,-1.052,-0.24,sitting
0.02,-1.06,-0.248,sitting
0.024,-1.052,-0.244,sitting
0.04,-1.076,-0.228,sitting
0.012,-1.048,-0.252,sitting
0.02,-1.06,-0.252,sitting
0.02,-1.052,-0.24,sitting
0.012,-1.052,-0.252,sitting
0.012,-1.052,-0.252,sitting
0.024,-1.056,-0.236,sitting
0.02,-1.056,-0.252,sitting
0.012,-1.048,-0.248,sitting
0.02,-1.064,-0.252,sitting
0.016,-1.06,-0.248,sitting
0.016,-1.056,-0.248,sitting
0.028,-1.052,-0.252,sitting
0.016,-1.048,-0.256,sitting
0.024,-1.056,-0.26,sitting
0.02,-1.056,-0.252,sitting
0.02,-1.056,-0.248,sitting
0.02,-1.056,-0.252,sitting
0.02,-1.052,-0.248,sitting
0.02,-1.048,-0.248,sitting
0.008,-1.056,-0.24,sitting
0.02,-1.056,-0.244,sitting
0.016,-1.06,-0.244,sitting
0.04,-1.052,-0.236,sitting
0.016,-1.056,-0.228,sitting
0.02,-1.064,-0.244,sitting
0.024,-1.06,-0.248,sitting
0.028,-1.052,-0.244,sitting
0.032,-1.056,-0.244,sitting
0.028,-1.052,-0.24,sitting
0.028,-1.06,-0.24,sitting
0.024,-1.056,-0.256,sitting
0.032,-1.056,-0.248,sitting
0.036,-1.052,-0.24,sitting
0.036,-1.068,-0.236,sitting
0.032,-1.056,-0.236,sitting
0.04,-1.06,-0.244,sitting
0.008,-1.052,-0.24,sitting
0.004,-1.032,-0.264,sitting
0.04,-1.052,-0.248,sitting
0.04,-1.056,-0.252,sitting
0.032,-1.06,-0.244,sitting
0.048,-1.052,-0.244,sitting
0.032,-1.056,-0.248,sitting
0.032,-1.06,-0.244,sitting
0.024,-1.052,-0.244,sitting
0.032,-1.06,-0.252,sitting
0.04,-1.06,-0.244,sitting
0.032,-1.064,-0.248,sitting
0.036,-1.056,-0.252,sitting
0.032,-1.06,-0.248,sitting
0.036,-1.056,-0.248,sitting
0.024,-1.052,-0.248,sitting
0.032,-1.064,-0.248,sitting
0.024,-1.06,-0.248,sitting
0.044,-1.064,-0.248,sitting
0.028,-1.052,-0.24,sitting
0.032,-1.056,-0.248,sitting
0.036,-1.06,-0.252,sitting
0.032,-1.048,-0.252,sitting
0.036,-1.068,-0.248,sitting
0.04,-1.068,-0.24,sitting
0.036,-1.056,-0.252,sitting
0.04,-1.056,-0.252,sitting
0.028,-1.06,-0.248,sitting
0.036,-1.072,-0.252,sitting
0.036,-1.052,-0.24,sitting
0.032,-1.06,-0.24,sitting
0.024,-1.06,-0.252,sitting
0.02,-1.072,-0.24,sitting
0.036,-1.06,-0.252,sitting
0.024,-1.06,-0.252,sitting
0.024,-1.056,-0.252,sitting
0.048,-1.076,-0.26,sitting
0.04,-1.056,-0.248,sitting
0.028,-1.056,-0.256,sitting
0.02,-1.052,-0.26,sitting
0.032,-1.056,-0.256,sitting
0.024,-1.06,-0.248,sitting
0.024,-1.056,-0.26,sitting
0.012,-1.056,-0.256,sitting
0.016,-1.056,-0.256,sitting
0.02,-1.064,-0.256,sitting
0.024,-1.052,-0.252,sitting
0.02,-1.06,-0.252,sitting
0.016,-1.048,-0.26,sitting
0.012,-1.06,-0.256,sitting
0.028,-1.056,-0.26,sitting
0.024,-1.052,-0.252,sitting
0.024,-1.06,-0.252,sitting
0.016,-1.052,-0.256,sitting
0.024,-1.052,-0.256,sitting
0.02,-1.052,-0.256,sitting
0.028,-1.048,-0.248,sitting
0.032,-1.06,-0.252,sitting
0.012,-1.048,-0.252,sitting
0.024,-1.056,-0.244,sitting
0.036,-1.064,-0.252,sitting
0.02,-1.056,-0.248,sitting
0.028,-1.056,-0.244,sitting
0.036,-1.056,-0.248,sitting
0.028,-1.056,-0.248,sitting
0.02,-1.052,-0.256,sitting
0.024,-1.06,-0.256,sitting
0.024,-1.06,-0.248,sitting
0.028,-1.06,-0.24,sitting
0.028,-1.064,-0.248,sitting
0.02,-1.06,-0.244,sitting
0.032,-1.056,-0.244,sitting
0.024,-1.064,-0.248,sitting
0.012,-1.06,-0.26,sitting
0.028,-1.064,-0.252,sitting
0.04,-1.08,-0.244,sitting
0.028,-1.064,-0.248,sitting
0.024,-1.064,-0.256,sitting
0.02,-1.064,-0.244,sitting
0.036,-1.068,-0.252,sitting
0.016,-1.068,-0.244,sitting
0.008,-1.06,-0.252,sitting
0.028,-1.06,-0.252,sitting
0.02,-1.064,-0.24,sitting
0.016,-1.068,-0.252,sitting
0.02,-1.068,-0.26,sitting
0.02,-1.056,-0.24,sitting
0.012,-1.068,-0.248,sitting
0.02,-1.068,-0.24,sitting
0.024,-1.064,-0.244,sitting
0.016,-1.068,-0.232,sitting
0.016,-1.064,-0.248,sitting
0.016,-1.06,-0.248,sitting
0.016,-1.068,-0.244,sitting
0.028,-1.064,-0.248,sitting
0.016,-1.06,-0.256,sitting
0.02,-1.064,-0.248,sitting
0.028,-1.056,-0.256,sitting
0.02,-1.064,-0.248,sitting
0.024,-1.06,-0.24,sitting
0.016,-1.06,-0.252,sitting
0.016,-1.052,-0.24,sitting
0.016,-1.072,-0.244,sitting
0.012,-1.064,-0.252,sitting
0.024,-1.06,-0.256,sitting
0.016,-1.06,-0.26,sitting
0.024,-1.06,-0.252,sitting
0.036,-1.068,-0.244,sitting
0.032,-1.068,-0.24,sitting
0.024,-1.068,-0.256,sitting
0.028,-1.068,-0.244,sitting
0.016,-1.064,-0.26,sitting
0.024,-1.072,-0.252,sitting
0.032,-1.068,-0.252,sitting
0.012,-1.06,-0.26,sitting
0.028,-1.076,-0.244,sitting
0.028,-1.072,-0.248,sitting
0.008,-1.06,-0.24,sitting
0.016,-1.064,-0.256,sitting
0.028,-1.068,-0.252,sitting
0.02,-1.076,-0.244,sitting
0.016,-1.064,-0.268,sitting
0.008,-1.096,-0.252,sitting
0.02,-1.08,-0.248,sitting
0.02,-1.076,-0.26,sitting
0.012,-1.084,-0.264,sitting
0.014,-1.076,-0.252,sitting
0.016,-1.068,-0.244,sitting
0.018,-1.064,-0.252,sitting
0.016,-1.064,-0.256,sitting
0.024,-1.068,-0.244,sitting
-0.044,-1.024,-0.304,sitting
-0.032,-1.028,-0.324,sitting
-0.004,-1.092,-0.248,sitting
0.008,-1.076,-0.26,sitting
0.016,-1.08,-0.268,sitting
0.004,-1.072,-0.26,sitting
0.004,-1.076,-0.264,sitting
0.016,-1.064,-0.256,sitting
0.012,-1.064,-0.252,sitting
0.008,-1.088,-0.248,sitting
0.004,-1.08,-0.268,sitting
0.004,-1.088,-0.26,sitting
0.012,-1.064,-0.248,sitting
0.016,-1.072,-0.256,sitting
0.012,-1.08,-0.26,sitting
0.004,-1.08,-0.26,sitting
0.004,-1.116,-0.24,sitting
0.004,-1.084,-0.244,sitting
-0.004,-1.088,-0.24,sitting
0,-1.092,-0.236,sitting
-0.004,-1.088,-0.256,sitting
0.012,-1.12,-0.232,sitting
-0.032,-1.092,-0.216,sitting
0.02,-1.104,-0.22,sitting
0.016,-1.092,-0.22,sitting
0.008,-1.072,-0.236,sitting
-0.004,-1.08,-0.236,sitting
0.004,-1.072,-0.252,sitting
0,-1.076,-0.248,sitting
0.004,-1.068,-0.252,sitting
0.004,-1.072,-0.252,sitting
0.004,-1.08,-0.252,sitting
-0.004,-1.068,-0.26,sitting
0.012,-1.084,-0.248,sitting
0.008,-1.08,-0.248,sitting
0.008,-1.084,-0.256,sitting
0.004,-1.076,-0.26,sitting
0.004,-1.08,-0.26,sitting
0.004,-1.076,-0.268,sitting
0,-1.076,-0.256,sitting
0,-1.084,-0.256,sitting
0.004,-1.08,-0.26,sitting
0,-1.076,-0.26,sitting
0.004,-1.072,-0.26,sitting
0.004,-1.088,-0.26,sitting
0,-1.08,-0.256,sitting
-0.016,-1.076,-0.248,sitting
0.04,-1.104,-0.244,sitting
0.02,-1.092,-0.252,sitting
0.028,-1.096,-0.248,sitting
0.004,-1.088,-0.236,sitting
-0.004,-1.092,-0.252,sitting
0.004,-1.092,-0.244,sitting
0.004,-1.1,-0.26,sitting
0,-1.1,-0.256,sitting
-0.004,-1.092,-0.252,sitting
0.008,-1.096,-0.244,sitting
0.004,-1.088,-0.256,sitting
0.008,-1.084,-0.256,sitting
0.004,-1.088,-0.244,sitting
0.004,-1.1,-0.252,sitting
0.012,-1.096,-0.244,sitting
0.004,-1.08,-0.248,sitting
0.004,-1.096,-0.244,sitting
0.004,-1.088,-0.252,sitting
0.004,-1.092,-0.252,sitting
0.004,-1.088,-0.252,sitting
0.008,-1.096,-0.256,sitting
0,-1.088,-0.248,sitting
0.016,-1.092,-0.252,sitting
0.012,-1.096,-0.248,sitting
0.004,-1.096,-0.24,sitting
0.016,-1.084,-0.24,sitting
0.012,-1.08,-0.244,sitting
0.02,-1.08,-0.244,sitting
0.012,-1.084,-0.236,sitting
0.016,-1.088,-0.244,sitting
0.016,-1.084,-0.244,sitting
0.02,-1.08,-0.232,sitting
0.016,-1.08,-0.244,sitting
0.012,-1.084,-0.256,sitting
0.008,-1.076,-0.248,sitting
0.012,-1.084,-0.248,sitting
0.012,-1.076,-0.248,sitting
0.004,-1.076,-0.256,sitting
0.012,-1.084,-0.248,sitting
0.02,-1.08,-0.236,sitting
0.02,-1.076,-0.256,sitting
0.012,-1.084,-0.24,sitting
0.016,-1.084,-0.236,sitting
0.016,-1.084,-0.252,sitting
0.008,-1.076,-0.244,sitting
0.012,-1.076,-0.24,sitting
0.016,-1.084,-0.244,sitting
0.012,-1.084,-0.252,sitting
0.012,-1.076,-0.252,sitting
0.02,-1.08,-0.24,sitting
0.012,-1.092,-0.236,sitting
0.008,-1.08,-0.248,sitting
0.008,-1.084,-0.252,sitting
0.012,-1.084,-0.244,sitting
0.008,-1.084,-0.248,sitting
0.016,-1.08,-0.256,sitting
0.004,-1.072,-0.252,sitting
0.02,-1.08,-0.244,sitting
0.024,-1.088,-0.248,sitting
0.004,-1.08,-0.264,sitting
0.008,-1.084,-0.256,sitting
0.004,-1.08,-0.256,sitting
0.008,-1.092,-0.248,sitting
0.012,-1.092,-0.256,sitting
0.008,-1.076,-0.26,sitting
0.008,-1.092,-0.26,sitting
0.008,-1.088,-0.252,sitting
0.008,-1.08,-0.256,sitting
0,-1.092,-0.276,sitting
0.008,-1.092,-0.256,sitting
0.004,-1.092,-0.256,sitting
0.004,-1.088,-0.26,sitting
0.008,-1.092,-0.26,sitting
0.012,-1.1,-0.252,sitting
0.012,-1.084,-0.252,sitting
0.004,-1.08,-0.264,sitting
0.004,-1.092,-0.252,sitting
0,-1.096,-0.268,sitting
0,-1.096,-0.264,sitting
0,-1.092,-0.264,sitting
0,-1.088,-0.264,sitting
0.008,-1.1,-0.256,sitting
0.004,-1.1,-0.256,sitting
0.008,-1.08,-0.248,sitting
0.004,-1.076,-0.252,sitting
0.012,-1.088,-0.252,sitting
0.004,-1.092,-0.248,sitting
0.004,-1.088,-0.248,sitting
0.004,-1.096,-0.26,sitting
0.008,-1.084,-0.264,sitting
0,-1.092,-0.256,sitting
0.004,-1.088,-0.248,sitting
0,-1.092,-0.26,sitting
0.012,-1.096,-0.252,sitting
0.004,-1.08,-0.24,sitting
0.008,-1.092,-0.24,sitting
0,-1.1,-0.264,sitting
-0.048,-1.144,-0.332,sitting
-0.028,-1.124,-0.292,sitting
0,-1.1,-0.272,sitting
0.004,-1.104,-0.268,sitting
-0.032,-1.128,-0.296,sitting
-0.084,-1.192,-0.364,sitting
-0.02,-1.128,-0.284,sitting
-0.008,-1.116,-0.268,sitting
0,-1.104,-0.28,sitting
-0.004,-1.112,-0.272,sitting
-0.004,-1.1,-0.268,sitting
0,-1.096,-0.268,sitting
0,-1.092,-0.268,sitting
-0.004,-1.096,-0.276,sitting
-0.004,-1.088,-0.276,sitting
0,-1.1,-0.268,sitting
0,-1.1,-0.264,sitting
0,-1.096,-0.268,sitting
-0.004,-1.096,-0.26,sitting
0,-1.096,-0.264,sitting
-0.016,-1.1,-0.276,sitting
-0.008,-1.096,-0.276,sitting
0,-1.1,-0.26,sitting
-0.004,-1.092,-0.26,sitting
-0.012,-1.108,-0.284,sitting
-0.004,-1.108,-0.288,sitting
0,-1.1,-0.264,sitting
0,-1.1,-0.26,sitting
0,-1.092,-0.276,sitting
0,-1.092,-0.272,sitting
0,-1.092,-0.264,sitting
0.004,-1.096,-0.256,sitting
0,-1.088,-0.268,sitting
0.004,-1.096,-0.26,sitting
0.008,-1.088,-0.264,sitting
0,-1.096,-0.264,sitting
0,-1.092,-0.272,sitting
0.004,-1.096,-0.26,sitting
-0.024,-1.14,-0.304,sitting
-0.004,-1.12,-0.272,sitting
-0.004,-1.108,-0.272,sitting
-0.008,-1.104,-0.28,sitting
0,-1.112,-0.284,sitting
-0.008,-1.108,-0.272,sitting
-0.004,-1.096,-0.26,sitting
0,-1.1,-0.268,sitting
0,-1.108,-0.26,sitting
-0.004,-1.092,-0.272,sitting
-0.008,-1.1,-0.268,sitting
-0.008,-1.092,-0.26,sitting
-0.004,-1.1,-0.26,sitting
0.004,-1.108,-0.256,sitting
-0.008,-1.092,-0.26,sitting
0,-1.088,-0.26,sitting
0.004,-1.084,-0.26,sitting
0.008,-1.1,-0.252,sitting
0,-1.088,-0.26,sitting
0,-1.1,-0.26,sitting
0.004,-1.092,-0.26,sitting
0.008,-1.1,-0.268,sitting
0.004,-1.08,-0.256,sitting
0.008,-1.092,-0.252,sitting
0.012,-1.092,-0.252,sitting
0.004,-1.088,-0.256,sitting
0.004,-1.088,-0.256,sitting
0.004,-1.084,-0.256,sitting
0,-1.092,-0.26,sitting
0,-1.084,-0.256,sitting
0.008,-1.088,-0.248,sitting
0.012,-1.092,-0.256,sitting
0.008,-1.092,-0.248,sitting
0.008,-1.088,-0.252,sitting
0.004,-1.092,-0.252,sitting
0,-1.092,-0.268,sitting
0.004,-1.096,-0.256,sitting
0.004,-1.092,-0.256,sitting
0,-1.088,-0.244,sitting
0.004,-1.092,-0.268,sitting
0,-1.092,-0.256,sitting
-0.004,-1.096,-0.252,sitting
-0.004,-1.096,-0.252,sitting
-0.004,-1.092,-0.26,sitting
-0.004,-1.096,-0.26,sitting
-0.056,-1.16,-0.32,sitting
-0.012,-1.108,-0.264,sitting
0,-1.096,-0.256,sitting
0,-1.096,-0.264,sitting
-0.012,-1.092,-0.28,sitting
-0.004,-1.104,-0.276,sitting
-0.008,-1.1,-0.26,sitting
-0.008,-1.092,-0.264,sitting
-0.008,-1.1,-0.26,sitting
-0.008,-1.092,-0.276,sitting
-0.012,-1.1,-0.268,sitting
0,-1.104,-0.256,sitting
-0.004,-1.096,-0.264,sitting
-0.004,-1.096,-0.264,sitting
-0.004,-1.092,-0.26,sitting
0,-1.1,-0.256,sitting
0,-1.104,-0.256,sitting
0,-1.092,-0.26,sitting
0,-1.104,-0.264,sitting
-0.004,-1.088,-0.264,sitting
-0.012,-1.1,-0.252,sitting
-0.008,-1.092,-0.26,sitting
-0.008,-1.096,-0.268,sitting
-0.004,-1.096,-0.26,sitting
0,-1.088,-0.26,sitting
0,-1.1,-0.26,sitting
0,-1.092,-0.268,sitting
-0.008,-1.092,-0.264,sitting
0,-1.088,-0.264,sitting
-0.004,-1.104,-0.268,sitting
-0.004,-1.112,-0.264,sitting
0.004,-1.1,-0.248,sitting
-0.004,-1.104,-0.272,sitting
-0.004,-1.096,-0.256,sitting
-0.012,-1.1,-0.264,sitting
-0.004,-1.1,-0.26,sitting
0,-1.1,-0.268,sitting
0,-1.096,-0.26,sitting
0,-1.096,-0.248,sitting
-0.012,-1.096,-0.264,sitting
-0.004,-1.1,-0.268,sitting
-0.004,-1.1,-0.264,sitting
-0.008,-1.092,-0.264,sitting
-0.012,-1.092,-0.26,sitting
-0.004,-1.092,-0.264,sitting
-0.008,-1.092,-0.268,sitting
0,-1.096,-0.264,sitting
-0.004,-1.088,-0.264,sitting
-0.008,-1.088,-0.28,sitting
-0.004,-1.096,-0.264,sitting
-0.004,-1.092,-0.26,sitting
-0.004,-1.1,-0.268,sitting
-0.016,-1.12,-0.276,sitting
0,-1.104,-0.272,sitting
-0.008,-1.104,-0.276,sitting
-0.004,-1.104,-0.26,sitting
-0.004,-1.104,-0.288,sitting
0,-1.104,-0.26,sitting
-0.012,-1.092,-0.272,sitting
-0.008,-1.096,-0.256,sitting
0,-1.1,-0.264,sitting
-0.004,-1.1,-0.264,sitting
0.004,-1.104,-0.26,sitting
-0.008,-1.096,-0.264,sitting
0,-1.104,-0.264,sitting
-0.008,-1.1,-0.272,sitting
0,-1.092,-0.268,sitting
-0.008,-1.104,-0.268,sitting
-0.008,-1.104,-0.284,sitting
-0.008,-1.092,-0.256,sitting
0,-1.096,-0.268,sitting
0.004,-1.092,-0.268,sitting
-0.008,-1.096,-0.268,sitting
-0.004,-1.092,-0.256,sitting
-0.004,-1.096,-0.264,sitting
0,-1.092,-0.276,sitting
0,-1.092,-0.268,sitting
0.004,-1.1,-0.26,sitting
-0.004,-1.092,-0.272,sitting
-0.008,-1.088,-0.284,sitting
-0.008,-1.092,-0.272,sitting
-0.008,-1.096,-0.264,sitting
-0.004,-1.096,-0.268,sitting
0,-1.092,-0.272,sitting
0.004,-1.096,-0.264,sitting
0,-1.104,-0.268,sitting
-0.008,-1.092,-0.272,sitting
-0.032,-1.128,-0.304,sitting
0,-1.096,-0.268,sitting
0,-1.092,-0.256,sitting
0,-1.096,-0.264,sitting
0,-1.096,-0.256,sitting
-0.004,-1.096,-0.252,sitting
0.004,-1.096,-0.252,sitting
0,-1.096,-0.268,sitting
0.004,-1.096,-0.284,sitting
0.008,-1.104,-0.268,sitting
0.004,-1.1,-0.256,sitting
0,-1.096,-0.264,sitting
0.004,-1.092,-0.268,sitting
0,-1.088,-0.268,sitting
0,-1.096,-0.272,sitting
0,-1.1,-0.272,sitting
0.008,-1.096,-0.264,sitting
0,-1.104,-0.26,sitting
0.004,-1.092,-0.256,sitting
0.004,-1.092,-0.26,sitting
0.004,-1.088,-0.256,sitting
-0.004,-1.092,-0.264,sitting
0,-1.1,-0.268,sitting
0,-1.092,-0.26,sitting
0,-1.1,-0.264,sitting
0,-1.108,-0.276,sitting
-0.004,-1.096,-0.268,sitting
0,-1.088,-0.276,sitting
0.004,-1.088,-0.26,sitting
0.004,-1.088,-0.268,sitting
0.004,-1.088,-0.268,sitting
0.004,-1.1,-0.256,sitting
0.004,-1.1,-0.26,sitting
0.008,-1.096,-0.26,sitting
0.008,-1.096,-0.26,sitting
0.004,-1.096,-0.264,sitting
0.008,-1.096,-0.264,sitting
0,-1.092,-0.264,sitting
0.004,-1.092,-0.252,sitting
0.008,-1.096,-0.252,sitting
-0.004,-1.088,-0.268,sitting
