102.5,0.228,-1.044,-0.052
103,0.228,-1.052,-0.048
103.5,0.24,-1.044,-0.056
104,0.24,-1.036,-0.064
104.5,0.236,-1.048,-0.064
105,0.24,-1.044,-0.06
105.5,0.244,-1.044,-0.06
106,0.232,-1.04,-0.04
106.5,0.232,-1.044,-0.06
107,0.24,-1.048,-0.056
107.5,0.244,-1.04,-0.068
108,0.24,-1.036,-0.06
108.5,0.244,-1.036,-0.072
109,0.248,-1.044,-0.068
109.5,0.24,-1.04,-0.06
110,0.232,-1.04,-0.052
110.5,0.236,-1.044,-0.06
111,0.236,-1.036,-0.064
111.5,0.244,-1.036,-0.068
112,0.244,-1.036,-0.064
112.5,0.244,-1.048,-0.072
113,0.24,-1.044,-0.064
113.5,0.232,-1.04,-0.052
114,0.236,-1.04,-0.056
114.5,0.248,-1.048,-0.06
115,0.248,-1.044,-0.068
115.5,0.244,-1.036,-0.064
116,0.236,-1.036,-0.08
116.5,0.248,-1.04,-0.072
117,0.248,-1.048,-0.068
117.5,0.236,-1.044,-0.06
118,0.244,-1.048,-0.064
118.5,0.236,-1.04,-0.064
119,0.24,-1.04,-0.068
119.5,0.236,-1.036,-0.06
120,0.244,-1.044,-0.08
120.5,0.248,-1.048,-0.072
121,0.244,-1.044,-0.084
121.5,0.244,-1.048,-0.052
122,0.236,-1.04,-0.068
122.5,0.236,-1.044,-0.072
123,0.24,-1.044,-0.056
123.5,0.244,-1.044,-0.044
124,0.248,-1.036,-0.04
124.5,0.24,-1.044,-0.044
125,0.216,-1.036,-0.032
125.5,0.228,-1.04,-0.024
126,0.24,-1.044,-0.052
126.5,0.24,-1.044,-0.068
127,0.244,-1.044,-0.06
127.5,0.24,-1.04,-0.064
128,0.24,-1.044,-0.06
128.5,0.236,-1.044,-0.052
129,0.24,-1.04,-0.044
129.5,0.236,-1.044,-0.044
130,0.252,-1.036,-0.068
130.5,0.248,-1.044,-0.052
131,0.252,-1.044,-0.052
131.5,0.228,-1.04,-0.068
132,0.244,-1.048,-0.06
132.5,0.236,-1.044,-0.048
133,0.232,-1.036,-0.024
133.5,0.236,-1.036,-0.012
134,0.248,-1.044,-0.04
134.5,0.224,-1.044,-0.036
135,0.244,-1.036,-0.048
135.5,0.212,-1.044,-0.044
136,0.224,-1.048,-0.04
136.5,0.216,-1.048,-0.008
137,0.228,-1.044,-0.052
137.5,0.228,-1.04,-0.036
138,0.232,-1.04,-0.04
138.5,0.22,-1.044,-0.044
139,0.232,-1.04,-0.036
139.5,0.228,-1.04,-0.04
140,0.216,-1.048,-0.012
140.5,0.228,-1.048,0.024
141,0.252,-1.04,-0.004
141.5,0.256,-1.036,-0.02
142,0.248,-1.032,-0.024
142.5,0.268,-1.044,0
143,0.248,-1.04,-0.032
143.5,0.248,-1.036,-0.052
144,0.224,-1.036,-0.072
144.5,0.272,-1.056,-0.024
145,0.26,-1.044,-0.032
145.5,0.252,-1.044,-0.044
146,0.256,-1.032,-0.004
146.5,0.24,-1.04,0.004
147,0.244,-1.048,0.008
147.5,0.244,-1.036,0
148,0.248,-1.028,-0.044
148.5,0.248,-1.044,0.008
149,0.248,-1.044,-0.016
149.5,0.244,-1.044,-0.008
150,0.216,-1.044,0.008
150.5,0.236,-1.032,-0.016
151,0.244,-1.048,0
151.5,0.252,-1.044,-0.004
152,0.236,-1.044,0
152.5,0.236,-1.04,0
153,0.24,-1.032,0
153.5,0.24,-1.036,-0.012
154,0.24,-1.044,-0.032
154.5,0.24,-1.036,-0.028
155,0.232,-1.036,-0.012
155.5,0.228,-1.048,-0.02
156,0.24,-1.052,-0.024
156.5,0.236,-1.048,-0.012
157,0.248,-1.032,-0.02
157.5,0.252,-1.04,-0.02
158,0.236,-1.04,-0.004
158.5,0.224,-1.036,-0.008
159,0.248,-1.048,-0.008
159.5,0.236,-1.04,-0.008
160,0.252,-1.044,-0.02
160.5,0.236,-1.04,-0.028
161,0.244,-1.04,-0.02
161.5,0.232,-1.044,-0.028
162,0.228,-1.044,-0.02
162.5,0.24,-1.044,-0.004
163,0.228,-1.04,-0.012
163.5,0.232,-1.036,-0.024
164,0.244,-1.04,-0.016
164.5,0.224,-1.036,-0.024
165,0.22,-1.044,-0.016
165.5,0.224,-1.04,-0.008
166,0.224,-1.052,-0.016
166.5,0.224,-1.044,-0.012
167,0.224,-1.048,-0.016
167.5,0.228,-1.044,-0.024
168,0.236,-1.044,-0.032
168.5,0.22,-1.044,-0.02
169,0.228,-1.044,-0.028
169.5,0.236,-1.044,-0.04
170,0.236,-1.04,-0.04
170.5,0.236,-1.044,-0.032
171,0.232,-1.04,-0.04
171.5,0.236,-1.04,-0.036
172,0.236,-1.06,-0.016
172.5,0.232,-1.044,-0.036
173,0.236,-1.04,-0.036
173.5,0.24,-1.044,-0.032
174,0.236,-1.044,-0.032
174.5,0.24,-1.048,-0.028
175,0.232,-1.04,-0.02
175.5,0.236,-1.044,-0.036
176,0.224,-1.044,-0.024
176.5,0.236,-1.044,-0.024
177,0.236,-1.044,-0.028
177.5,0.244,-1.044,-0.028
178,0.24,-1.036,-0.028
178.5,0.236,-1.036,-0.032
179,0.236,-1.044,-0.02
179.5,0.232,-1.044,-0.02
180,0.224,-1.04,-0.024
180.5,0.236,-1.04,-0.028
181,0.248,-1.04,-0.024
181.5,0.24,-1.04,-0.032
182,0.24,-1.044,-0.028
182.5,0.228,-1.04,-0.024
183,0.232,-1.04,-0.02
183.5,0.232,-1.04,-0.02
184,0.24,-1.044,-0.04
184.5,0.24,-1.04,-0.024
185,0.244,-1.044,-0.04
185.5,0.24,-1.044,-0.032
186,0.232,-1.044,-0.016
186.5,0.244,-1.048,-0.032
187,0.24,-1.04,-0.048
187.5,0.244,-1.044,-0.024
188,0.248,-1.044,-0.032
188.5,0.232,-1.036,-0.028
189,0.24,-1.044,-0.02
189.5,0.228,-1.044,-0.016
190,0.236,-1.036,-0.016
190.5,0.24,-1.04,-0.032
191,0.24,-1.04,-0.028
191.5,0.244,-1.036,-0.028
192,0.232,-1.036,-0.032
192.5,0.232,-1.036,-0.02
193,0.228,-1.048,-0.02
193.5,0.244,-1.052,-0.024
194,0.244,-1.04,-0.032
194.5,0.24,-1.028,-0.036
195,0.244,-1.048,-0.036
195.5,0.244,-1.044,-0.04
196,0.236,-1.044,-0.036
196.5,0.228,-1.04,-0.024
197,0.216,-1.036,-0.02
197.5,0.248,-1.036,-0.016
198,0.248,-1.032,0.008
198.5,0.22,-1.036,0.008
199,0.22,-1.044,-0.044
199.5,0.196,-1.048,-0.04
200,0.216,-1.052,-0.036
200.5,0.224,-1.044,-0.032
201,0.224,-1.048,-0.044
201.5,0.224,-1.052,-0.04
202,0.216,-1.044,-0.044
202.5,0.224,-1.044,-0.044
203,0.216,-1.048,-0.036
203.5,0.216,-1.048,-0.028
204,0.216,-1.04,-0.028
204.5,0.216,-1.048,-0.044
205,0.224,-1.044,-0.056
205.5,0.228,-1.044,-0.04
206,0.228,-1.048,-0.048
206.5,0.216,-1.044,-0.048
207,0.22,-1.04,-0.048
207.5,0.228,-1.048,-0.036
208,0.224,-1.048,-0.048
208.5,0.228,-1.04,-0.052
209,0.232,-1.048,-0.032
209.5,0.228,-1.052,-0.036
210,0.224,-1.048,-0.04
210.5,0.224,-1.048,-0.024
211,0.228,-1.044,-0.056
211.5,0.22,-1.04,-0.044
212,0.236,-1.044,-0.036
212.5,0.212,-1.044,0.02
213,0.24,-1.036,0.004
213.5,0.236,-1.04,0.008
214,0.236,-1.04,-0.008
214.5,0.248,-1.044,-0.004
215,0.232,-1.048,0.016
215.5,0.232,-1.044,0.016
216,0.228,-1.044,0
216.5,0.228,-1.036,0.012
217,0.236,-1.04,0.016
217.5,0.24,-1.044,0.004
218,0.232,-1.036,0.008
218.5,0.216,-1.036,0.012
219,0.24,-1.056,-0.004
219.5,0.216,-1.036,0.008
220,0.224,-1.04,0.02
220.5,0.24,-1.044,0.016
221,0.204,-1.044,0.036
221.5,0.236,-1.044,0.008
222,0.224,-1.04,-0.008
222.5,0.224,-1.036,-0.008
223,0.228,-1.04,-0.008
223.5,0.232,-1.052,0
224,0.212,-1.04,-0.004
224.5,0.204,-1.044,0.028
225,0.212,-1.04,0.008
225.5,0.196,-1.048,0
226,0.216,-1.048,0.016
226.5,0.176,-1.036,-0.004
227,0.188,-1.044,-0.024
227.5,0.204,-1.056,0.004
228,0.204,-1.044,0.004
228.5,0.192,-1.044,-0.004
229,0.208,-1.044,-0.004
229.5,0.204,-1.048,-0.008
230,0.192,-1.04,-0.008
230.5,0.204,-1.044,0.004
231,0.212,-1.052,0
231.5,0.22,-1.048,-0.004
232,0.212,-1.044,-0.008
232.5,0.212,-1.044,-0.008
233,0.204,-1.048,-0.008
233.5,0.208,-1.04,-0.016
234,0.212,-1.052,-0.016
234.5,0.228,-1.044,-0.02
235,0.22,-1.044,-0.024
235.5,0.216,-1.044,-0.016
236,0.22,-1.044,-0.024
236.5,0.228,-1.044,-0.036
237,0.216,-1.044,-0.02
237.5,0.216,-1.04,-0.028
238,0.212,-1.044,-0.024
238.5,0.22,-1.044,-0.016
239,0.224,-1.04,-0.036
239.5,0.22,-1.048,-0.052
240,0.232,-1.048,-0.068
240.5,0.22,-1.044,-0.048
241,0.212,-1.044,-0.04
241.5,0.228,-1.04,-0.04
242,0.212,-1.04,-0.044
242.5,0.216,-1.048,-0.032
243,0.212,-1.056,-0.016
243.5,0.228,-1.052,0.008
244,0.216,-1.052,0.02
244.5,0.176,-1.052,-0.004
245,0.192,-1.044,-0.02
245.5,0.188,-1.044,-0.028
246,0.18,-1.052,-0.02
246.5,0.176,-1.052,-0.012
247,0.168,-1.06,-0.02
247.5,0.172,-1.056,-0.024
248,0.18,-1.044,-0.044
248.5,0.212,-1.048,-0.068
249,0.212,-1.056,-0.068
249.5,0.2,-1.048,-0.056
250,0.2,-1.044,-0.052
250.5,0.212,-1.044,-0.048
251,0.208,-1.048,-0.056
251.5,0.2,-1.052,-0.048
252,0.204,-1.048,-0.052
252.5,0.208,-1.048,-0.052
253,0.204,-1.04,-0.064
253.5,0.196,-1.056,-0.064
254,0.196,-1.06,-0.056
254.5,0.18,-1.048,-0.032
255,0.18,-1.048,-0.04
255.5,0.184,-1.048,-0.052
256,0.192,-1.048,-0.052
256.5,0.188,-1.048,-0.06
257,0.192,-1.048,-0.06
257.5,0.196,-1.052,-0.04
258,0.188,-1.052,-0.052
258.5,0.196,-1.06,-0.048
259,0.192,-1.06,-0.044
259.5,0.18,-1.048,-0.036
260,0.192,-1.052,-0.048
260.5,0.196,-1.048,-0.048
261,0.176,-1.048,-0.048
261.5,0.192,-1.048,-0.028
262,0.2,-1.044,-0.032
262.5,0.2,-1.052,-0.048
263,0.2,-1.044,-0.044
263.5,0.196,-1.052,-0.032
264,0.204,-1.048,-0.028
264.5,0.2,-1.056,-0.004
265,0.164,-1.036,0.04
265.5,0.168,-1.036,0.088
266,0.16,-1.036,0.1
266.5,0.124,-1.056,0.048
267,0.176,-1.052,0.016
267.5,0.156,-1.052,0.016
268,0.152,-1.052,0.012
268.5,0.164,-1.048,0.02
269,0.172,-1.052,0.02
269.5,0.168,-1.052,0.004
270,0.196,-1.048,-0.008
270.5,0.152,-1.044,-0.04
271,0.2,-1.04,-0.08
271.5,0.196,-1.06,-0.092
272,0.2,-1.052,-0.072
272.5,0.2,-1.048,-0.076
273,0.216,-1.112,-0.068
273.5,0.184,-1.076,-0.104
274,0.224,-1.06,-0.072
274.5,0.184,-1.044,-0.04
275,0.192,-1.052,-0.052
275.5,0.2,-1.06,-0.032
276,0.188,-1.052,-0.032
276.5,0.192,-1.052,-0.016
277,0.18,-1.044,0
277.5,0.188,-1.056,-0.008
278,0.192,-1.052,-0.012
278.5,0.188,-1.052,-0.016
279,0.18,-1.048,-0.032
279.5,0.188,-1.052,-0.016
280,0.188,-1.052,-0.008
280.5,0.192,-1.048,-0.004
281,0.18,-1.044,-0.02
281.5,0.192,-1.048,-0.024
282,0.196,-1.052,-0.02
282.5,0.184,-1.052,-0.02
283,0.18,-1.052,-0.004
283.5,0.184,-1.056,-0.008
284,0.188,-1.044,-0.024
284.5,0.196,-1.048,-0.02
285,0.196,-1.052,-0.028
285.5,0.188,-1.048,-0.028
286,0.184,-1.048,-0.012
286.5,0.18,-1.052,-0.008
287,0.196,-1.064,-0.008
287.5,0.192,-1.06,-0.02
288,0.184,-1.048,-0.028
288.5,0.196,-1.052,-0.028
289,0.2,-1.052,-0.02
289.5,0.188,-1.052,-0.016
290,0.184,-1.048,-0.016
290.5,0.196,-1.052,-0.028
291,0.196,-1.048,-0.02
291.5,0.188,-1.048,-0.028
292,0.2,-1.052,-0.028
292.5,0.184,-1.044,-0.008
293,0.188,-1.052,0
293.5,0.188,-1.052,0
294,0.18,-1.048,-0.016
294.5,0.192,-1.044,-0.012
295,0.192,-1.052,-0.024
295.5,0.18,-1.028,-0.004
296,0.196,-1.048,0.048
296.5,0.196,-1.044,0.06
297,0.192,-1.044,0.056
297.5,0.172,-1.056,0.024
298,0.184,-1.048,0.004
298.5,0.18,-1.056,0.004
299,0.184,-1.056,0.012
299.5,0.18,-1.048,0.008
300,0.184,-1.048,0.008
300.5,0.196,-1.04,-0.012
301,0.196,-1.056,0.012
301.5,0.184,-1.048,-0.004
302,0.18,-1.048,0.012
302.5,0.18,-1.052,0.012
303,0.184,-1.044,0.004
303.5,0.192,-1.048,0.004
304,0.192,-1.048,0.004
304.5,0.192,-1.048,0.004
305,0.184,-1.052,0.004
305.5,0.196,-1.056,0.004
306,0.18,-1.052,0.008
306.5,0.176,-1.052,0
307,0.184,-1.052,0.004
307.5,0.176,-1.044,-0.004
308,0.18,-1.04,0
308.5,0.192,-1.048,-0.004
309,0.188,-1.044,-0.008
309.5,0.188,-1.044,0.004
310,0.18,-1.052,0.096
310.5,0.236,-1.044,0.004
311,0.244,-1.04,-0.008
311.5,0.256,-1.044,0.008
312,0.248,-1.044,0.036
312.5,0.264,-1.036,0.032
313,0.244,-1.016,-0.02
313.5,0.252,-1.048,0.012
314,0.232,-1.032,0.004
314.5,0.192,-1.048,0.016
315,0.204,-1.04,0.012
315.5,0.204,-1.044,0.012
316,0.204,-1.048,0.008
316.5,0.208,-1.052,0.008
317,0.204,-1.048,0.004
317.5,0.204,-1.048,0.024
318,0.192,-1.044,0.028
318.5,0.208,-1.044,0.024
319,0.2,-1.04,0.024
319.5,0.208,-1.048,0.02
320,0.208,-1.04,0.02
320.5,0.136,-1.04,0.016
321,0.18,-1.048,0.012
321.5,0.192,-1.056,0.008
322,0.184,-1.04,0.008
322.5,0.188,-1.052,0.008
323,0.196,-1.044,0.012
323.5,0.188,-1.048,0.012
324,0.188,-1.048,0.012
324.5,0.188,-1.052,0.02
325,0.188,-1.048,0.02
325.5,0.188,-1.048,0.02
326,0.188,-1.044,0.016
326.5,0.188,-1.048,0.012
327,0.2,-1.052,0.012
327.5,0.188,-1.048,0.016
328,0.184,-1.048,0.012
328.5,0.184,-1.044,0.016
329,0.196,-1.056,0.008
329.5,0.192,-1.044,0.02
330,0.204,-1.044,0.008
330.5,0.196,-1.048,0.012
331,0.192,-1.048,0.012
331.5,0.196,-1.048,0.004
332,0.204,-1.052,0.012
332.5,0.196,-1.048,0.004
333,0.2,-1.048,0.004
333.5,0.208,-1.052,0
334,0.2,-1.048,0
334.5,0.196,-1.036,-0.008
335,0.192,-1.044,0.008
335.5,0.18,-1.048,0.008
336,0.196,-1.04,0.008
336.5,0.196,-1.048,-0.004
337,0.216,-1.048,-0.004
337.5,0.212,-1.044,-0.012
338,0.204,-1.052,-0.008
338.5,0.192,-1.052,0.016
339,0.2,-1.048,0
339.5,0.192,-1.044,0.012
340,0.2,-1.048,0
340.5,0.2,-1.048,0
341,0.192,-1.04,0.008
341.5,0.196,-1.048,0
342,0.192,-1.052,0.02
342.5,0.196,-1.044,0.008
343,0.2,-1.048,0.016
343.5,0.208,-1.044,0.044
344,0.172,-1.044,0.004
344.5,0.188,-1.052,0.028
345,0.192,-1.036,0.02
345.5,0.176,-1.036,0.036
346,0.184,-1.048,0.02
346.5,0.188,-1.04,0.028
347,0.192,-1.048,0.016
347.5,0.196,-1.048,0.012
348,0.184,-1.048,0.016
348.5,0.18,-1.048,0.024
349,0.2,-1.044,-0.016
349.5,0.148,-1.056,0.04
350,0.188,-1.056,0.02
350.5,0.172,-1.052,0.016
351,0.18,-1.052,0.032
351.5,0.168,-1.044,0.024
352,0.168,-1.044,0.032
352.5,0.168,-1.052,0.028
353,0.176,-1.044,0.024
353.5,0.172,-1.048,0.02
354,0.188,-1.044,0.02
354.5,0.18,-1.052,0.02
355,0.172,-1.044,0.024
355.5,0.196,-1.04,0.052
356,0.236,-1.036,0.096
356.5,0.244,-1.032,0.104
357,0.236,-1.032,0.084
357.5,0.248,-1.028,0.116
358,0.236,-1.044,0.044
358.5,0.244,-1.032,0.016
359,0.26,-1.036,0.02
359.5,0.264,-1.028,0.004
360,0.26,-1.04,-0.004
360.5,0.24,-1.032,-0.04
361,0.288,-1.036,-0.016
361.5,0.308,-1.032,-0.004
362,0.308,-1.028,-0.008
362.5,0.296,-1.024,-0.044
363,0.304,-1.028,-0.052
363.5,0.284,-1.028,-0.028
364,0.32,-1.032,0.084
364.5,0.24,-1.016,0.088
365,0.184,-1.02,0.204
365.5,0.192,-1.024,0.08
366,0.212,-1.036,0.08
366.5,0.236,-1.04,0.108
367,0.24,-1.028,0.1
367.5,0.184,-1.032,0.08
368,0.204,-1.036,0.1
368.5,0.204,-1.036,0.084
369,0.2,-1.04,0.092
369.5,0.208,-1.04,0.064
370,0.208,-1.032,0.076
370.5,0.216,-1.04,0.064
371,0.216,-1.036,0.084
371.5,0.212,-1.036,0.084
372,0.204,-1.032,0.088
372.5,0.22,-1.044,0.064
373,0.212,-1.032,0.072
373.5,0.212,-1.052,0.08
374,0.192,-1.04,0.088
374.5,0.192,-1.044,0.088
375,0.2,-1.044,0.084
375.5,0.2,-1.044,0.068
376,0.196,-1.032,0.076
376.5,0.204,-1.04,0.076
377,0.192,-1.032,0.072
377.5,0.212,-1.036,0.064
378,0.2,-1.052,0.06
378.5,0.204,-1.04,0.04
379,0.204,-1.044,0.056
379.5,0.2,-1.04,0.052
380,0.192,-1.036,0.064
380.5,0.204,-1.048,0.052
381,0.2,-1.04,0.056
381.5,0.204,-1.044,0.048
382,0.2,-1.04,0.052
382.5,0.204,-1.024,0.048
383,0.196,-1.04,0.06
383.5,0.188,-1.04,0.06
384,0.196,-1.04,0.056
384.5,0.196,-1.044,0.06
385,0.196,-1.036,0.052
385.5,0.212,-1.044,0.064
386,0.212,-1.044,0.048
386.5,0.204,-1.04,0.048
387,0.188,-1.04,0.064
387.5,0.184,-1.032,0.076
388,0.2,-1.044,0.076
388.5,0.204,-1.044,0.068
389,0.204,-1.04,0.052
389.5,0.2,-1.04,0.052
390,0.208,-1.04,0.052
390.5,0.2,-1.044,0.056
391,0.192,-1.044,0.068
391.5,0.232,-1.06,0.068
392,0.168,-1.02,0.072
392.5,0.244,-1.04,0.088
393,0.228,-1.028,0.04
393.5,0.22,-1.032,0.06
394,0.212,-1.04,0.06
394.5,0.208,-1.044,0.04
395,0.216,-1.036,0.052
395.5,0.216,-1.04,0.02
396,0.196,-1.04,0.064
396.5,0.196,-1.044,0.064
397,0.2,-1.048,0.04
397.5,0.204,-1.048,0.048
398,0.208,-1.032,0.044
398.5,0.224,-1.052,0.02
399,0.216,-1.052,0.044
399.5,0.184,-1.036,0.06
400,0.196,-1.048,0.056
400.5,0.196,-1.036,0.056
401,0.204,-1.04,0.048
401.5,0.196,-1.044,0.044
402,0.204,-1.044,0.044
402.5,0.196,-1.04,0.052
403,0.192,-1.044,0.064
403.5,0.196,-1.052,0.06
404,0.2,-1.04,0.056
404.5,0.212,-1.044,0.052
405,0.2,-1.044,0.044
405.5,0.2,-1.04,0.048
406,0.192,-1.04,0.052
406.5,0.196,-1.04,0.06
407,0.2,-1.04,0.056
407.5,0.208,-1.048,0.06
408,0.192,-1.036,0.052
408.5,0.204,-1.04,0.044
409,0.208,-1.04,0.048
409.5,0.204,-1.052,0.04
410,0.2,-1.036,0.044
410.5,0.196,-1.04,0.056
411,0.196,-1.044,0.052
411.5,0.196,-1.036,0.052
412,0.184,-1.036,0.044
412.5,0.204,-1.044,0.036
413,0.196,-1.04,0.044
413.5,0.2,-1.044,0.04
414,0.196,-1.044,0.052
414.5,0.188,-1.048,0.06
415,0.2,-1.048,0.036
415.5,0.196,-1.04,0.044
416,0.184,-1.048,0.048
416.5,0.2,-1.048,0.068
417,0.184,-1.036,0.06
417.5,0.196,-1.04,0.044
418,0.192,-1.044,0.056
418.5,0.184,-1.036,0.048
419,0.2,-1.04,0.028
419.5,0.208,-1.044,0.044
420,0.2,-1.044,0.064
420.5,0.2,-1.04,0.044
421,0.208,-1.044,0.052
