x,y,z,class
0.108,-0.768,-0.208,walking
-0.028,-0.932,-0.036,walking
0.036,-0.644,-0.164,walking
-0.096,-0.84,-0.02,walking
-0.004,-0.616,-0.212,walking
-0.128,-0.844,-0.024,walking
0.1,-0.66,-0.2,walking
-0.108,-0.868,0,walking
0.076,-0.728,-0.244,walking
-0.104,-0.86,-0.096,walking
0.052,-0.652,-0.24,walking
-0.076,-0.884,0.012,walking
-0.02,-0.708,-0.232,walking
0.024,-0.892,-0.012,walking
0.008,-0.66,-0.188,walking
-0.004,-0.924,-0.016,walking
0.02,-0.712,-0.204,walking
-0.084,-0.848,-0.1,walking
0.108,-0.64,-0.28,walking
-0.052,-0.872,-0.108,walking
0.072,-0.692,-0.2,walking
-0.06,-0.84,-0.092,walking
0.024,-0.62,-0.244,walking
-0.04,-0.856,-0.032,walking
0.12,-0.68,-0.26,walking
-0.012,-0.872,0.008,walking
0.144,-0.66,-0.232,walking
0.072,-0.9,-0.076,walking
0.1,-0.688,-0.18,walking
-0.092,-0.92,-0.068,walking
0.06,-0.772,-0.328,walking
-0.016,-0.852,-0.056,walking
0.096,-0.76,-0.296,walking
-0.092,-0.852,-0.076,walking
0.088,-0.804,-0.252,walking
-0.108,-0.772,-0.076,walking
0.092,-0.732,-0.252,walking
-0.076,-0.852,-0.044,walking
0.104,-0.7,-0.248,walking
-0.292,-0.796,-0.016,walking
0.136,-0.616,-0.28,walking
-0.064,-0.8,-0.06,walking
-0.108,-0.844,0.008,walking
-0.076,-0.548,-0.208,walking
0.008,-0.832,0.008,walking
-0.024,-0.652,-0.18,walking
0.12,-0.908,0.036,walking
-0.06,-0.692,-0.2,walking
-0.228,-0.932,0.08,walking
-0.14,-0.948,0.068,walking
-0.156,-0.856,0.076,walking
-0.24,-0.604,-0.1,walking
0.056,-1.044,0.06,walking
-0.112,-0.584,-0.208,walking
0.112,-0.92,-0.012,walking
0.028,-0.716,-0.24,walking
0.056,-0.908,0.004,walking
0.088,-0.684,-0.26,walking
-0.092,-0.892,0.004,walking
0.092,-0.604,-0.248,walking
-0.06,-0.892,-0.088,walking
0.008,-0.656,-0.212,walking
-0.044,-0.884,-0.072,walking
0.072,-0.632,-0.272,walking
0.052,-0.932,-0.076,walking
-0.056,-0.544,-0.208,walking
0.036,-1.024,-0.084,walking
0.116,-0.68,-0.252,walking
-0.168,-0.792,-0.08,walking
0.012,-0.748,-0.196,walking
0.02,-0.932,-0.016,walking
0.004,-0.836,-0.2,walking
0.108,-0.968,0.06,walking
0.112,-0.804,-0.232,walking
0.064,-0.96,0.012,walking
0.088,-0.672,-0.192,walking
-0.008,-0.884,0.012,walking
0.088,-0.684,-0.188,walking
-0.092,-0.82,-0.02,walking
0.016,-0.836,-0.156,walking
0.044,-0.952,-0.088,walking
0.04,-0.86,-0.32,walking
0.016,-0.968,-0.016,walking
0.004,-0.788,-0.212,walking
0.092,-1.016,-0.044,walking
0,-0.84,-0.152,walking
0.064,-0.952,-0.02,walking
0.016,-0.748,-0.196,walking
-0.04,-0.868,0.072,walking
0.02,-1.016,-0.348,walking
0.064,-0.888,-0.076,walking
0.004,-0.844,-0.208,walking
0.052,-0.908,-0.024,walking
0.028,-0.8,-0.192,walking
0.048,-0.968,0.016,walking
0.068,-0.728,-0.24,walking
0.092,-0.952,-0.04,walking
0.032,-0.624,-0.228,walking
-0.064,-0.88,-0.064,walking
0.048,-0.672,-0.2,walking
0.152,-0.98,-0.028,walking
0.112,-0.704,-0.24,walking
-0.048,-0.88,-0.032,walking
0.148,-0.68,-0.168,walking
-0.032,-0.808,-0.072,walking
-0.224,-0.72,0.1,walking
-0.1,-0.972,0.216,walking
-0.144,-0.888,-0.092,walking
-0.14,-0.924,0.136,walking
-0.228,-0.62,-0.172,walking
-0.244,-0.74,0.016,walking
-0.136,-0.808,-0.048,walking
-0.448,-0.684,0.02,walking
0.112,-1.152,-0.192,walking
-0.5,-0.76,0.044,walking
0.248,-1.6,0.008,walking
-0.284,-0.896,-0.036,walking
0.26,-1.788,0.02,walking
-0.244,-0.92,-0.088,walking
0.112,-1.244,-0.068,walking
-0.396,-0.724,0.048,walking
0.048,-1.208,0.012,walking
-0.416,-0.74,-0.032,walking
0.04,-1.14,-0.072,walking
-0.548,-0.592,0.012,walking
-0.268,-0.48,-0.16,walking
-0.284,-0.652,-0.004,walking
-0.24,-0.492,-0.204,walking
-0.144,-0.752,0.092,walking
-0.256,-0.552,-0.124,walking
-0.248,-0.712,0.064,walking
-0.156,-0.604,-0.144,walking
-0.116,-0.796,0.02,walking
-0.224,-0.464,-0.16,walking
-0.2,-0.696,-0.056,walking
-0.22,-0.476,-0.2,walking
-0.196,-0.82,0.044,walking
-0.232,-0.516,-0.164,walking
-0.164,-0.852,0.032,walking
-0.296,-0.496,-0.176,walking
-0.088,-0.88,0.004,walking
-0.264,-0.472,-0.268,walking
-0.232,-0.696,-0.016,walking
-0.304,-0.436,-0.22,walking
-0.216,-0.748,-0.024,walking
-0.312,-0.484,-0.172,walking
-0.256,-0.688,-0.036,walking
-0.216,-0.684,-0.152,walking
-0.424,-0.62,-0.008,walking
-0.088,-0.82,-0.152,walking
-0.312,-0.664,-0.06,walking
0.02,-0.932,-0.072,walking
-0.42,-0.644,-0.032,walking
0.088,-0.972,-0.108,walking
-0.58,-0.68,-0.028,walking
0.124,-1.204,-0.044,walking
-0.504,-0.848,-0.036,walking
0.424,-1.844,0.024,walking
-0.652,-0.784,0.136,walking
-0.196,-1.28,-0.04,walking
-0.292,-0.604,-0.204,walking
-0.54,-1.052,-0.132,walking
-0.772,-1.792,0.3,walking
-0.736,-1.06,-0.176,walking
-0.924,-1.056,0.152,walking
-0.356,-1.04,-0.204,walking
-0.872,-1.808,0.308,walking
-0.372,-1.152,-0.18,walking
-0.78,-2.048,0.304,walking
-0.364,-1,-0.152,walking
-0.856,-1.552,0.064,walking
-0.256,-1.092,-0.2,walking
-0.78,-1.88,0.476,walking
-0.416,-1.292,-0.188,walking
-0.46,-2.048,0.684,walking
-0.372,-1.068,-0.176,walking
-0.3,-2.048,0.432,walking
-0.44,-1.308,-0.22,walking
-0.904,-2.048,0.284,walking
-0.452,-1.056,-0.212,walking
-0.964,-2.008,0.468,walking
-0.34,-1.256,-0.196,walking
-0.92,-1.808,0.32,walking
-0.38,-1.156,-0.096,walking
-0.796,-1.556,0.412,walking
-0.36,-1.304,-0.244,walking
-1.04,-2.048,0.264,walking
-0.34,-1.304,-0.184,walking
-0.632,-2.048,0.288,walking
-0.34,-1.252,-0.112,walking
-0.508,-2.036,0.484,walking
-0.288,-1.244,-0.168,walking
-0.476,-2.048,0.584,walking
-0.46,-1.224,-0.188,walking
-0.388,-2.048,0.556,walking
-0.392,-1.236,-0.136,walking
-1.136,-2.048,0.192,walking
-0.28,-1.364,-0.244,walking
0.404,-1.232,-0.504,walking
-0.368,-1.308,-0.136,walking
-0.78,-1.792,-0.212,walking
-0.228,-1.336,-0.256,walking
0.176,-1.412,-0.452,walking
-0.192,-1.476,-0.204,walking
0.648,-1.208,-0.56,walking
-0.236,-1.536,-0.212,walking
0.588,-1.196,-0.62,walking
-0.252,-1.448,-0.152,walking
0.716,-1.168,-0.568,walking
-0.196,-1.272,-0.092,walking
-1.168,-2.048,0.056,walking
-0.44,-1.28,0.24,walking
0.136,-0.952,-0.204,walking
-0.212,-1.016,0.08,walking
-0.116,-0.68,-0.224,walking
-0.156,-0.82,-0.008,walking
0.204,-0.732,-0.26,walking
-0.14,-0.812,-0.092,walking
0.08,-0.608,-0.18,walking
0.02,-0.876,-0.02,walking
-0.052,-0.772,-0.22,walking
0.036,-0.984,-0.036,walking
-0.02,-0.788,-0.232,walking
0.108,-0.936,-0.052,walking
0.004,-0.772,-0.184,walking
0.08,-0.908,0,walking
0.04,-0.84,-0.16,walking
-0.22,-0.912,-0.04,walking
0.172,-0.796,-0.136,walking
0.072,-1.096,-0.104,walking
-0.2,-1.092,-0.332,walking
-0.028,-1.068,-0.28,walking
-0.16,-1.056,-0.296,walking
-0.02,-1.128,-0.192,walking
-0.18,-1.072,-0.2,walking
0.012,-1.076,-0.216,walking
-0.164,-1.296,-0.224,walking
0.12,-1.072,-0.216,walking
-0.224,-1.108,-0.208,walking
0.012,-1.028,-0.148,walking
-0.104,-1.292,-0.228,walking
0.204,-1.164,-0.16,walking
0.076,-1.024,-0.152,walking
-0.04,-0.948,0.024,walking
0.284,-1.592,-0.004,walking
-0.204,-0.976,-0.172,walking
-0.528,-1.06,-0.176,walking
0.016,-1.06,-0.124,walking
-0.904,-1.008,0.028,walking
-0.096,-1.112,-0.04,walking
-0.888,-0.808,0.08,walking
-0.216,-0.268,-0.308,walking
-0.884,-0.86,0.06,walking
-0.184,-0.268,-0.408,walking
-1.028,-0.972,0.088,walking
-0.108,-0.176,-0.46,walking
-0.772,-0.888,-0.008,walking
-0.092,-0.288,-0.628,walking
-0.56,-1.076,-0.104,walking
-0.116,-0.324,-0.32,walking
-1.024,-0.852,0.028,walking
-0.112,-0.32,-0.296,walking
-1.008,-0.772,0.04,walking
-0.084,-0.464,-0.32,walking
-1.152,-0.98,-0.128,walking
-0.156,-0.3,-0.308,walking
-0.852,-0.912,0.044,walking
-0.584,-0.372,-0.42,walking
-0.812,-1.088,-0.18,walking
-0.308,-1.764,0.372,walking
-0.888,-0.944,0.144,walking
-0.052,-2.032,0.064,walking
-0.316,-1.328,0.176,walking
0.148,-1.344,-0.428,walking
0.032,-1.52,-0.128,walking
0.608,-1.248,-0.456,walking
-0.24,-1.524,-0.24,walking
-0.284,-1.324,-0.224,walking
-0.392,-1.252,-0.188,walking
-0.62,-1.176,0.144,walking
-0.576,-0.976,-0.124,walking
-0.344,-0.352,-0.488,walking
-0.452,-0.904,-0.132,walking
-0.296,-0.636,-0.268,walking
-0.32,-1.06,-0.252,walking
-0.968,-1.9,0.356,walking
-0.24,-1.252,-0.132,walking
-0.472,-2.048,0.388,walking
-0.276,-1.16,-0.248,walking
-0.7,-1.052,-0.008,walking
-0.28,-1.172,-0.176,walking
-0.456,-1.996,0.164,walking
-0.176,-1.288,-0.168,walking
-0.352,-2.048,0.636,walking
-0.364,-1.3,-0.152,walking
-0.312,-2.048,0.528,walking
-0.308,-1.328,-0.216,walking
-0.96,-2.048,-0.2,walking
-0.16,-1.416,-0.18,walking
-1.156,-2.048,-0.012,walking
-0.196,-1.504,-0.08,walking
-1.444,-2.048,0.052,walking
-0.456,-1.56,-0.2,walking
-0.9,-2.048,-0.244,walking
-0.464,-1.36,-0.136,walking
-0.176,-1.656,0.556,walking
-0.328,-1.204,-0.14,walking
-0.756,-0.932,0.024,walking
-0.504,-1.068,-0.184,walking
-0.292,-0.604,-0.268,walking
-1.2,-0.924,-0.084,walking
-0.2,-1.012,-0.284,walking
-0.86,-1.116,-0.12,walking
-0.148,-1.516,0.188,walking
-0.12,-1.42,-0.268,walking
-0.084,-1.496,0,walking
0.244,-1.784,-0.048,walking
-0.192,-1.192,-0.124,walking
0.212,-1.784,-0.192,walking
-0.236,-0.948,-0.212,walking
0.66,-1.544,-0.244,walking
-0.344,-1.32,0.248,walking
0.196,-1.68,0.08,walking
-0.576,-0.76,-0.068,walking
-1.012,-0.856,0.032,walking
-0.24,-0.312,-0.484,walking
-0.824,-0.908,0.148,walking
-0.376,-0.34,-0.412,walking
-0.256,-1.004,-0.176,walking
-0.14,-0.216,-0.548,walking
-1.04,-0.876,0.072,walking
-0.244,-0.192,-0.432,walking
-0.856,-1.084,0.116,walking
-0.332,-0.564,-0.232,walking
-0.268,-1.108,-0.116,walking
-0.632,-1.852,0.34,walking
-0.316,-1.272,-0.136,walking
-0.688,-1.576,0.208,walking
-0.376,-1.228,-0.18,walking
-0.056,-0.252,-0.468,walking
-1.028,-0.924,0.136,walking
-0.02,-0.432,-0.276,walking
-1.008,-0.964,0.088,walking
-0.108,-0.66,-0.228,walking
-0.88,-0.756,0.04,walking
-0.164,-0.56,-0.26,walking
-0.908,-0.788,-0.132,walking
-0.26,-0.968,-0.216,walking
-1.24,-1.056,0.024,walking
0.032,-1.344,0.048,walking
-0.02,-1.56,-0.264,walking
-0.108,-1.42,0.024,walking
-0.104,-1.276,-0.268,walking
-0.228,-1.304,-0.06,walking
0.06,-1.472,-0.168,walking
-0.18,-1.408,0.02,walking
0.368,-1.824,-0.028,walking
-0.312,-0.884,-0.152,walking
0.268,-1.548,-0.152,walking
-0.46,-0.712,-0.092,walking
0.032,-1.028,-0.072,walking
-0.52,-0.58,-0.056,walking
-0.176,-0.728,-0.116,walking
-0.484,-0.696,-0.02,walking
0.048,-1.04,-0.06,walking
-0.268,-0.68,-0.004,walking
-0.136,-0.54,-0.212,walking
-0.052,-0.876,0.008,walking
-0.008,-0.976,-0.016,walking
-0.308,-0.756,0,walking
-0.248,-0.792,-0.112,walking
0.02,-0.884,-0.012,walking
-0.132,-0.544,-0.192,walking
-0.024,-0.852,0.012,walking
-0.204,-0.616,-0.212,walking
0.024,-0.88,0,walking
-0.108,-0.64,-0.224,walking
0,-0.872,0.016,walking
-0.192,-0.568,-0.248,walking
-0.008,-0.936,-0.02,walking
0.184,-0.844,-0.308,walking
0.012,-0.976,-0.02,walking
0.064,-0.732,-0.296,walking
-0.088,-0.82,-0.076,walking
0.072,-0.776,-0.304,walking
-0.032,-0.836,-0.084,walking
0.1,-0.888,-0.284,walking
0.016,-0.836,-0.06,walking
0.1,-0.732,-0.252,walking
-0.108,-0.804,-0.1,walking
0.148,-0.636,-0.26,walking
-0.056,-0.84,-0.072,walking
0.128,-0.724,-0.208,walking
-0.088,-0.868,-0.04,walking
0.032,-0.792,-0.308,walking
0.02,-0.98,-0.188,walking
-0.244,-0.9,-0.376,walking
-0.028,-1.02,-0.156,walking
-0.264,-0.932,-0.256,walking
0.056,-1.152,-0.196,walking
0.012,-1.692,-0.176,walking
0.024,-1.444,-0.132,walking
0.648,-1.284,-0.42,walking
-0.216,-1.54,-0.228,walking
0.304,-1.436,-0.516,walking
-0.24,-1.456,-0.272,walking
-0.808,-2.048,-0.088,walking
-0.256,-1.364,-0.244,walking
-0.156,-2.048,0.836,walking
-0.7,-1.076,-0.06,walking
-0.228,-0.344,-0.584,walking
-0.776,-1,0.016,walking
-0.252,-0.236,-0.632,walking
-0.924,-0.704,-0.052,walking
-0.068,-0.24,-0.48,walking
-1.184,-0.772,0.052,walking
-0.348,-0.36,-0.424,walking
-0.296,-1.212,-0.196,walking
-0.54,-2.048,-0.004,walking
-0.636,-0.976,0,walking
0.2,-0.528,0.028,walking
0.008,-1.284,-0.048,walking
-0.36,-0.872,-0.044,walking
-0.148,-1.22,-0.268,walking
0.072,-1.72,0.128,walking
0.032,-1.36,-0.256,walking
-0.156,-1.524,-0.068,walking
0.056,-1.46,-0.172,walking
-0.192,-1.056,-0.14,walking
0.024,-1.092,-0.116,walking
-0.428,-0.644,-0.06,walking
-0.076,-0.844,-0.12,walking
-0.152,-0.84,-0.072,walking
-0.172,-0.692,-0.16,walking
-0.188,-0.74,-0.072,walking
-0.172,-0.516,-0.244,walking
0.012,-0.82,-0.02,walking
-0.156,-0.516,-0.248,walking
-0.008,-0.86,0.008,walking
0.016,-0.652,-0.268,walking
-0.04,-0.812,-0.016,walking
-0.012,-0.652,-0.268,walking
0.008,-0.864,-0.068,walking
0.056,-0.68,-0.268,walking
-0.128,-0.784,-0.052,walking
0.104,-0.768,-0.312,walking
-0.164,-0.78,-0.092,walking
0.044,-0.696,-0.252,walking
-0.112,-0.872,-0.088,walking
-0.044,-0.848,-0.06,walking
-0.076,-0.684,-0.268,walking
0.056,-0.864,-0.032,walking
0,-0.752,-0.272,walking
-0.056,-0.832,-0.068,walking
0.068,-0.728,-0.308,walking
-0.088,-0.812,-0.088,walking
0.12,-0.616,-0.268,walking
0.024,-0.88,-0.004,walking
0.012,-0.744,-0.184,walking
0.092,-0.96,-0.024,walking
-0.232,-1.136,-0.52,walking
0.212,-1.1,-0.28,walking
-0.164,-1.016,-0.268,walking
-0.208,-1.228,-0.232,walking
0.048,-1.296,-0.52,walking
-0.024,-1.152,-0.172,walking
0.22,-1.628,-0.164,walking
-0.036,-1.352,-0.176,walking
0.112,-1.484,-0.268,walking
0.192,-1.248,-0.236,walking
-0.484,-0.828,-0.116,walking
-0.308,-0.856,-0.008,walking
-0.104,-0.824,-0.22,walking
-0.004,-1.02,-0.048,walking
0.056,-0.66,-0.276,walking
-0.048,-0.948,-0.116,walking
-0.052,-0.756,-0.156,walking
0.012,-0.916,-0.072,walking
0.052,-0.844,-0.364,walking
0.08,-1.004,-0.148,walking
-0.06,-0.792,-0.316,walking
0.08,-1.076,-0.128,walking
0.032,-0.912,-0.416,walking
0.012,-1.12,-0.284,walking
-0.152,-1.064,-0.312,walking
-0.06,-1.08,-0.268,walking
-0.192,-1.908,-0.276,walking
-0.008,-1.272,-0.148,walking
0.152,-1.88,-0.232,walking
-0.004,-1.368,-0.224,walking
0.436,-1.592,-0.196,walking
-0.02,-1.352,-0.272,walking
0.788,-1.104,-0.48,walking
-0.236,-1.444,-0.356,walking
0.188,-1.412,-0.376,walking
-0.368,-1.484,-0.28,walking
-0.312,-2.048,0.616,walking
-0.204,-1.032,-0.276,walking
-0.964,-1.34,-0.032,walking
-0.396,-1.196,-0.248,walking
-0.216,-0.316,-0.632,walking
-0.776,-1.172,-0.148,walking
-0.12,-0.22,-0.62,walking
-0.82,-1.048,0.084,walking
-0.22,-0.056,-0.764,walking
-1.004,-1.012,0.092,walking
0.156,-1,-0.268,walking
-0.432,-1.096,-0.188,walking
-0.092,-1.18,-0.104,walking
-0.916,-0.816,-0.2,walking
-0.028,-0.756,-0.3,walking
-1.196,-0.904,-0.116,walking
0.048,-0.944,-0.38,walking
-0.612,-1.056,-0.308,walking
-0.088,-1.112,-0.224,walking
-0.58,-1.236,-0.352,walking
-0.144,-1.252,-0.116,walking
0.192,-1.496,-0.064,walking
-0.136,-1.016,-0.156,walking
0.216,-1.584,-0.132,walking
-0.384,-0.82,-0.148,walking
0,-1.236,-0.128,walking
-0.232,-0.772,0.024,walking
-0.148,-1.052,-0.064,walking
-0.208,-0.792,0.052,walking
-0.128,-0.964,-0.116,walking
-0.252,-0.788,-0.024,walking
-0.096,-0.808,-0.128,walking
-0.304,-0.708,-0.064,walking
0,-0.792,-0.144,walking
-0.212,-0.8,-0.016,walking
-0.332,-0.48,-0.212,walking
-0.036,-0.944,-0.028,walking
-0.18,-0.56,-0.212,walking
-0.056,-0.996,-0.064,walking
-0.172,-0.588,-0.188,walking
-0.06,-0.968,-0.064,walking
-0.176,-0.524,-0.228,walking
-0.028,-0.92,-0.004,walking
-0.248,-0.5,-0.196,walking
0.028,-0.856,-0.052,walking
-0.056,-0.604,-0.252,walking
0.032,-0.876,-0.016,walking
0.008,-0.708,-0.24,walking
0.012,-0.824,-0.016,walking
0.004,-0.744,-0.256,walking
-0.064,-0.928,-0.128,walking
0.08,-0.66,-0.24,walking
-0.108,-0.8,-0.104,walking
0.016,-0.664,-0.344,walking
-0.136,-0.844,-0.136,walking
0.064,-0.616,-0.276,walking
-0.012,-0.948,-0.128,walking
0.092,-0.64,-0.3,walking
0.004,-0.9,-0.108,walking
0.012,-0.66,-0.232,walking
0.008,-0.924,-0.076,walking
-0.072,-0.864,-0.388,walking
0.064,-0.984,-0.06,walking
-0.096,-0.84,-0.308,walking
-0.004,-0.952,-0.096,walking
0.012,-0.832,-0.252,walking
0.076,-0.968,-0.04,walking
-0.008,-0.752,-0.192,walking
-0.004,-0.924,-0.052,walking
-0.036,-0.896,-0.22,walking
-0.032,-1.044,-0.176,walking
-0.232,-0.868,-0.252,walking
-0.08,-1.1,-0.172,walking
-0.18,-1.18,-0.256,walking
0.024,-1.116,-0.24,walking
-0.272,-1.048,-0.336,walking
-0.036,-1.172,-0.216,walking
-0.248,-1.196,-0.264,walking
0.06,-1.008,-0.104,walking
-0.264,-1.056,-0.16,walking
-0.04,-0.988,0.108,walking
-0.168,-0.732,-0.18,walking
-0.164,-0.96,-0.12,walking
-0.06,-0.76,-0.164,walking
-0.02,-0.808,-0.008,walking
-0.008,-0.748,-0.248,walking
0.008,-0.836,-0.076,walking
0.12,-0.752,-0.24,walking
-0.06,-0.796,-0.04,walking
0.108,-0.78,-0.244,walking
-0.004,-0.896,-0.016,walking
0.084,-0.752,-0.248,walking
-0.032,-0.88,-0.064,walking
0.12,-0.724,-0.248,walking
-0.092,-0.88,-0.092,walking
0.016,-0.644,-0.228,walking
-0.036,-0.896,-0.112,walking
0.044,-0.716,-0.232,walking
0.032,-1.012,-0.1,walking
0.032,-0.56,-0.192,walking
-0.048,-0.916,-0.028,walking
0.008,-0.68,-0.26,walking
0.168,-0.98,-0.128,walking
-0.012,-0.832,-0.172,walking
0.048,-0.928,-0.044,walking
-0.048,-0.772,-0.256,walking
0.076,-0.976,-0.048,walking
0.028,-0.708,-0.22,walking
0.012,-0.964,-0.036,walking
-0.096,-0.676,-0.22,walking
0.068,-0.98,0.004,walking
0.032,-0.68,-0.208,walking
0.088,-0.952,-0.048,walking
-0.008,-0.84,-0.26,walking
0.02,-0.924,-0.076,walking
-0.048,-0.884,-0.188,walking
0.064,-1.02,-0.2,walking
-0.124,-0.968,-0.336,walking
0.16,-1.08,-0.2,walking
-0.236,-1.224,-0.256,walking
0.08,-1.14,-0.168,walking
-0.396,-1.252,-0.22,walking
0.012,-1.104,-0.164,walking
-0.252,-1.248,-0.208,walking
-0.028,-1.116,-0.228,walking
-0.12,-1.144,-0.344,walking
0.14,-1.192,-0.324,walking
-0.224,-1.412,-0.24,walking
0.024,-1.164,-0.22,walking
-0.04,-1.28,-0.256,walking
0.048,-1.084,-0.256,walking
-0.076,-1.088,-0.324,walking
0.044,-0.964,-0.132,walking
-0.436,-0.924,-0.176,walking
-0.228,-1.204,0.024,walking
-0.116,-1.092,-0.132,walking
-0.284,-1.264,-0.036,walking
0.636,-1.388,-0.436,walking
-0.196,-1.564,-0.168,walking
0.492,-1.276,-0.432,walking
-0.256,-1.452,-0.236,walking
0.408,-1.284,-0.628,walking
-0.46,-1.364,-0.26,walking
-1.096,-2.048,-0.224,walking
-0.324,-1.352,-0.196,walking
0.276,-1.184,-0.544,walking
-0.428,-0.86,-0.176,walking
-0.264,-1.056,-0.18,walking
0.1,-1.532,-0.164,walking
0.244,-1.6,-0.324,walking
-0.268,-1.3,-0.204,walking
-0.32,-2.048,0.384,walking
-0.312,-1.164,-0.184,walking
-0.568,-1.932,0.256,walking
-0.22,-1.104,-0.208,walking
-0.708,-1.76,0.328,walking
-0.128,-1.088,-0.292,walking
-1.052,-1.144,-0.06,walking
-0.28,-1.136,-0.32,walking
-0.776,-0.916,-0.012,walking
-0.172,-1.18,-0.244,walking
-0.936,-1.968,0.288,walking
-0.308,-1.06,-0.372,walking
-0.108,-0.484,-0.56,walking
-0.748,-1.076,-0.068,walking
-0.016,-0.412,-0.404,walking
-0.492,-1.04,-0.244,walking
-0.96,-1.428,-0.1,walking
-0.104,-1.244,-0.22,walking
-0.604,-2.048,0.192,walking
-0.188,-1.216,-0.228,walking
0.052,-1.424,-0.44,walking
-0.248,-1.512,-0.184,walking
0.756,-1.1,-0.54,walking
-0.004,-1.256,-0.116,walking
0.188,-1.528,-0.212,walking
0.076,-1.096,-0.16,walking
-0.18,-1.536,-0.244,walking
-0.004,-1.136,-0.248,walking
-0.056,-1.336,-0.444,walking
-0.056,-1.048,-0.236,walking
-0.192,-1.172,-0.264,walking
-0.016,-1.144,-0.288,walking
0.072,-1.212,-0.308,walking
0.048,-1.132,-0.304,walking
-0.188,-1.792,-0.264,walking
0.168,-1.252,-0.284,walking
-0.116,-1.78,-0.252,walking
0.072,-1.244,-0.168,walking
-0.04,-1.696,-0.248,walking
0.072,-1.32,-0.176,walking
0.308,-1.292,-0.28,walking
0.116,-1.308,-0.172,walking
0.372,-1.364,-0.28,walking
-0.036,-1.32,-0.12,walking
0.404,-1.08,-0.388,walking
-0.068,-1.144,-0.044,walking
-0.16,-1.908,0.144,walking
0.048,-1.208,0.008,walking
0.444,-1.152,-0.276,walking
0.024,-1.248,-0.132,walking
0.004,-1.948,-0.164,walking
-0.024,-1.328,-0.148,walking
0.532,-1.284,-0.308,walking
-0.204,-1.588,-0.18,walking
-1.016,-2.028,-0.188,walking
-0.456,-1.36,-0.188,walking
-0.632,-2.048,0.376,walking
-0.304,-1.144,-0.216,walking
-0.484,-0.832,0.036,walking
-0.68,-0.968,-0.072,walking
-0.492,-0.452,-0.608,walking
-1.116,-0.932,0.192,walking
-0.104,-0.224,-0.408,walking
-1.304,-1.136,-0.036,walking
-0.072,-0.992,-0.2,walking
-0.12,-0.952,-0.356,walking
-0.208,-1.452,0.104,walking
0.06,-1.384,-0.128,walking
-0.212,-1.168,-0.172,walking
0.3,-1.588,-0.076,walking
-0.236,-0.948,-0.144,walking
0.252,-1.696,-0.056,walking
-0.404,-0.86,-0.148,walking
0.292,-1.884,-0.024,walking
-0.508,-0.684,-0.104,walking
0.008,-0.948,-0.06,walking
-0.38,-0.724,-0.04,walking
-0.032,-0.712,-0.144,walking
-0.28,-0.668,0,walking
-0.204,-0.588,-0.208,walking
0,-0.86,-0.016,walking
-0.14,-0.58,-0.204,walking
0.088,-0.868,0.004,walking
-0.14,-0.588,-0.264,walking
-0.024,-0.844,-0.108,walking
0.04,-0.684,-0.276,walking
-0.156,-0.828,-0.168,walking
-0.032,-0.668,-0.192,walking
-0.048,-0.832,-0.104,walking
0.024,-0.608,-0.168,walking
-0.052,-0.856,-0.104,walking
0.064,-0.66,-0.184,walking
-0.16,-0.84,-0.14,walking
0.124,-0.652,-0.2,walking
0.1,-0.916,-0.084,walking
0.072,-0.724,-0.184,walking
-0.056,-0.944,0.008,walking
-0.112,-0.804,-0.24,walking
-0.076,-0.96,-0.18,walking
-0.148,-1.048,-0.336,walking
0.164,-1.112,-0.356,walking
-0.208,-1.168,-0.288,walking
-0.004,-1.232,-0.292,walking
-0.04,-1.32,-0.316,walking
0.016,-1.284,-0.216,walking
0.096,-1.784,-0.148,walking
-0.028,-1.308,-0.236,walking
0.028,-1.616,-0.436,walking
-0.188,-1.292,-0.112,walking
0.04,-0.868,-0.296,walking
-0.116,-1.212,-0.104,walking
0.5,-1.444,-0.196,walking
-0.108,-1.272,-0.176,walking
-0.016,-1.088,-0.34,walking
0.024,-1.36,-0.128,walking
0.54,-1.264,-0.476,walking
-0.024,-1.34,-0.144,walking
0.38,-1.24,-0.204,walking
-0.088,-1.304,-0.18,walking
0.392,-1.124,-0.42,walking
-0.108,-1.388,-0.112,walking
0.528,-1.1,-0.544,walking
-0.02,-1.408,-0.176,walking
0.528,-1.076,-0.4,walking
-0.276,-1.392,-0.256,walking
0.512,-1.108,-0.552,walking
-0.188,-1.508,-0.252,walking
0.564,-1.12,-0.604,walking
0.068,-1.64,-0.36,walking
0.712,-1.148,-0.644,walking
-0.244,-1.536,-0.36,walking
-1.104,-2.048,-0.216,walking
-0.436,-1.156,-0.212,walking
-0.664,-2.048,0.76,walking
-0.892,-0.94,0.056,walking
-0.184,-0.288,-0.672,walking
-0.884,-0.872,0.096,walking
-0.06,-0.356,-0.388,walking
-1.008,-0.78,0.048,walking
0.008,-0.4,-0.284,walking
-1.02,-0.908,-0.12,walking
-0.076,-0.684,-0.372,walking
-1.144,-1.152,-0.172,walking
0.048,-0.968,-0.376,walking
0.1,-1.496,-0.208,walking
-0.236,-1.128,-0.184,walking
0.256,-1.608,-0.116,walking
-0.328,-0.872,-0.208,walking
0.272,-1.628,-0.124,walking
-0.232,-0.868,-0.212,walking
0.204,-1.432,-0.16,walking
-0.556,-0.62,-0.12,walking
0.176,-1.232,-0.176,walking
-0.484,-0.744,-0.06,walking
