STD,mean,CoV,average,cwtmean,LOA,skew,ZCR,cwtvar
0.78458,1.1611,1.9588,1.2538,0.01584,0.35597,0.13418,0.64031,0.075492
0.8301,0.78269,1.4024,0.99643,0.022466,0.53247,0.36843,0.57446,0.070565
0.64281,0.84183,3.2431,0.95328,0.020707,0.22473,0.33716,0.41231,0.054267
0.91979,0.99548,1.1967,1.1521,0.0059453,0.4179,0.19445,0.82462,0.13291
0.60421,1.047,2.5403,1.1252,0.01536,0.19195,0.11688,0.60828,0.038744
0.48842,1.1082,3.0517,1.135,0.009165,0.17904,0.28748,0.3,0.0338
0.68313,1.0745,1.8645,1.1704,0.0088388,0.36853,0.15252,0.7,0.071184
0.70385,0.95505,1.8216,1.0324,0.0043332,0.70796,0.45146,0.63246,0.071455
0.69621,0.78694,1.4766,0.90762,0.014627,0.44149,0.44385,0.64807,0.064449
0.68209,1.2374,2.2526,1.285,0.033435,0.61766,0.41376,0.72801,0.047942
0.65614,0.99506,1.8506,1.048,0.012451,0.46598,0.50094,0.89443,0.059717
0.63588,1.031,2.2021,1.0973,0.0202,0.3023,0.44094,0.56569,0.052662
0.89382,1.1495,1.6909,1.2442,0.017871,0.23088,0.26236,0.5,0.080403
0.66186,0.91602,2.0559,1.0275,0.012135,0.03621,0.35125,0.72801,0.045631
0.58231,1.1628,2.6311,1.2158,0.0094838,0.38529,0.60013,0.44721,0.045355
0.72065,0.95671,2.3229,1.0033,0.017496,0.27566,0.16965,0.63246,0.091523
0.88669,1.1746,2.0839,1.3195,0.018041,0.36081,0.1592,0.6,0.099396
0.97671,1.042,1.6347,1.2099,0.010697,0.31859,0.1712,0.37417,0.14854
0.77884,1.0222,1.8855,1.1247,0.016511,0.46408,0.33622,0.84853,0.096572
0.75219,1.1108,1.967,1.1864,0.0037036,0.72575,0.29925,0.64031,0.073223
0.83703,1.1402,1.5956,1.2554,0.02439,0.80423,0.20796,0.88318,0.0851
0.4676,1.2841,3.5434,1.3058,0.0053014,0.41326,0.35364,0.7,0.02698
0.66306,1.0096,1.8014,1.091,0.016678,0.22479,0.33593,0.64031,0.060249
0.53127,1.0231,2.5315,1.0723,0.0094245,0.36233,0.21931,0.70711,0.029931
0.78033,1.2821,2.4753,1.3913,0.015225,0.092641,0.24153,0.72801,0.059703
0.72266,0.83091,1.5372,0.96228,0.014977,0.48411,0.32219,0.5099,0.040664
0.63115,1.1561,2.7069,1.2164,0.027245,0.045664,0.76471,0.56569,0.035639
0.92898,1.021,1.4342,1.2498,0.016849,0.48484,0.10042,0.7874,0.11552
0.72553,1.2551,2.4817,1.3842,0.006818,0.70679,0.72407,0.44721,0.047098
0.81973,1.162,1.9843,1.2576,0.0090189,0.30999,0.30056,0.6,0.10348
0.79257,1.2317,2.3066,1.2783,0.011092,0.30348,0.44085,0.5,0.087015
1.0387,0.87022,1.4498,1.1783,0.021857,0.68102,0.53312,0.67082,0.14143
0.68753,0.94294,2.6005,1.0228,0.0029396,0.49615,0.5812,0.28284,0.077581
0.75703,1.0641,1.8504,1.1825,0.012745,0.52449,0.3166,0.61644,0.060134
0.87887,1.1245,1.7515,1.3211,0.0055241,0.38467,0.29372,0.57446,0.088646
1.0249,1.1177,2.0192,1.2522,0.020842,0.20166,0.99471,0.80623,0.10699
0.88561,1.0949,1.8792,1.2652,0.01276,0.15809,0.18758,0.44721,0.083724
0.61563,0.87039,1.6935,0.92862,0.010924,0.46027,0.43238,0.72111,0.055538
0.62672,1.1915,2.3507,1.2332,0.019251,0.28643,0.25828,0.64031,0.044268
0.90593,1.1995,1.8085,1.3215,0.024311,0.17181,0.51192,0.53852,0.094162
0.69165,1.0183,2.2799,1.1329,0.027487,0.31679,0.17561,0.36056,0.04308
0.8895,1.1827,1.7531,1.2672,0.034238,0.50499,0.066135,0.6,0.11137
0.90042,0.80628,1.2153,0.98415,0.016399,0.36567,0.38382,0.8124,0.10236
0.86487,1.0815,1.6669,1.1939,0.01997,0.76024,0.1258,0.87178,0.11155
1.0374,0.7551,1.2157,0.98168,0.0091944,0.35113,0.52353,0.87178,0.14492
0.89572,0.99826,1.3212,1.132,0.027718,0.5302,0.24253,0.86023,0.10655
0.73797,0.88968,1.3987,0.98328,0.016491,0.56948,0.14448,0.61644,0.078489
0.64297,1.034,2.3603,1.1284,0.013397,0.57566,0.37441,0.36056,0.064612
0.83917,0.94411,1.6209,1.1277,0.0076383,0.46016,0.67265,0.53852,0.075479
0.90295,1.5615,3.0222,1.633,0.021305,0.50556,0.73753,0.5,0.075661
0.65543,0.98883,1.9005,1.0721,0.0082194,0.62632,0.27955,0.31623,0.053108
0.78675,1.0852,2.0891,1.2052,0.021036,0.1907,0.17293,0.42426,0.053546
0.72009,0.92592,1.7926,1.0029,0.017704,0.47976,0.19506,0.36056,0.070017
0.79515,1.0537,1.7013,1.1277,0.02998,0.2858,0.18067,0.98995,0.078232
1.03,1.3077,2.1752,1.4772,0.02444,0.59361,0.44392,0.5,0.1044
0.64937,1.0009,2.0841,1.0965,0.0088499,0.37686,0.1763,0.66332,0.065647
1.0053,1.1292,1.5961,1.318,0.022488,0.33974,0.40106,0.69282,0.11103
0.99829,1.0263,1.4377,1.2591,0.016599,0.4093,0.18759,0.82462,0.12249
0.71886,0.85182,1.8947,0.97793,0.0059444,0.55732,0.42499,0.84853,0.070824
0.89165,1.2805,2.065,1.4442,0.03313,0.40741,0.29926,0.66332,0.097842
0.75442,1.089,1.7886,1.2072,0.02361,0.70957,0.44539,0.71414,0.075633
0.57136,1.1461,2.9411,1.2123,0.017818,0.52723,0.33778,0.67082,0.03074
0.94027,1.2796,1.6126,1.3929,0.033415,0.048628,0.2222,0.61644,0.097347
0.94451,0.85883,1.3971,1.1079,0.02064,0.17796,0.092294,0.83066,0.099019
0.66075,0.66728,1.3876,0.79669,0.025051,0.64674,0.2228,0.5,0.034741
0.52554,0.78764,2.5609,0.87992,0.013957,0.4671,0.4525,0.64031,0.02582
0.76859,0.7164,1.2641,0.81187,0.014005,0.31474,0.78489,0.56569,0.058286
0.79764,0.8301,1.2691,0.93907,0.014848,0.20469,0.45075,0.87178,0.048399
0.88557,1.0927,1.6636,1.193,0.022291,0.38264,0.26812,0.75498,0.11973
0.91987,0.84038,1.2193,1.033,0.038277,0.27483,0.88984,0.43589,0.086079
1.1494,0.85925,0.96601,1.1687,0.03143,0.20032,0.18785,0.6,0.18729
0.98735,0.98442,1.5301,1.2301,0.041768,0.39495,0.13498,0.86603,0.14295
1.0099,0.65465,0.87818,0.9016,0.020323,0.513,0.26574,0.69282,0.15115
0.90764,1.0502,1.8854,1.2302,0.011642,0.4879,0.18538,0.91652,0.11096
0.58421,1.0466,2.5356,1.1167,0.01803,0.39582,0.36375,0.63246,0.037871
0.57529,0.46726,1.3293,0.62414,0.01689,0.053283,0.15532,0.67082,0.032323
0.81918,0.91962,1.7036,1.1199,0.027427,0.48656,0.15855,0.45826,0.08125
0.72887,1.1457,2.1476,1.2359,0.021274,0.22565,0.36694,0.80623,0.049587
0.82299,1.0204,1.9262,1.1937,0.014824,0.56591,0.28224,0.44721,0.076022
1.1134,1.0447,1.5915,1.3113,0.031924,0.46744,0.37975,0.67082,0.14184
0.7835,0.82567,1.277,1.0044,0.018987,0.76941,0.24524,0.67082,0.074311
1.0502,1.0344,1.4281,1.1914,0.045117,0.26738,0.24494,0.65574,0.15146
1.0382,1.1338,1.5252,1.3889,0.010743,0.58295,0.34105,0.82462,0.13882
0.89108,1.0981,1.6684,1.2128,0.018729,0.32977,0.41557,0.57446,0.086478
0.75382,1.2314,2.1402,1.3135,0.014752,0.57542,0.3887,0.72111,0.077703
1.05,0.91409,1.2329,1.1917,0.036387,0.46302,0.61867,0.96954,0.10897
0.80125,1.2128,2.1244,1.3437,0.022942,0.36422,0.40192,0.72801,0.067025
0.92063,1.1316,2.1239,1.3368,0.017014,0.37743,0.76326,0.64031,0.080159
0.7781,1.1326,2.5531,1.2708,0.024001,0.49846,0.44489,0.64031,0.065332
0.80701,0.82315,1.5315,1.0095,0.0085021,0.382,0.36231,0.5099,0.065225
0.78438,1.0513,1.9516,1.1958,0.023811,0.10298,0.44868,0.64031,0.063897
1.1994,1.2254,2.0298,1.4153,0.017441,0.60312,0.70805,0.5831,0.13607
0.81219,0.86371,1.7024,1.0125,0.013535,0.47329,0.88241,0.78102,0.066622
